region	chr	midPos	Nsites
(25441029,25490656)(27150000,27199999)(27150000,27200000)	chr1	27175000	49629	0.098354
(25490657,25540472)(27200000,27249999)(27200000,27250000)	chr1	27225000	49817	0.087992
(25540473,25590329)(27250000,27299999)(27250000,27300000)	chr1	27275000	49858	0.170702
(25590330,25640141)(27300000,27349999)(27300000,27350000)	chr1	27325000	49813	0.171508
(25640142,25690048)(27350000,27399999)(27350000,27400000)	chr1	27375000	49908	0.183325
(25690049,25739869)(27400000,27449999)(27400000,27450000)	chr1	27425000	49822	0.087415
(25739870,25789749)(27450000,27499999)(27450000,27500000)	chr1	27475000	49881	0.175329
(25789750,25839667)(27500000,27549999)(27500000,27550000)	chr1	27525000	49919	0.095689
(25839668,25889457)(27550000,27599999)(27550000,27600000)	chr1	27575000	49791	0.073785
(25889458,25919323)(27600000,27649999)(27600000,27650000)	chr1	27625000	29867	0.034832
(25919324,25968341)(27650000,27699999)(27650000,27700000)	chr1	27675000	49019	-0.000358
(25968342,26017650)(27700000,27749999)(27700000,27750000)	chr1	27725000	49310	0.001889
(26017651,26065889)(27750000,27799999)(27750000,27800000)	chr1	27775000	48240	0.025021
(26065890,26115550)(27800000,27849999)(27800000,27850000)	chr1	27825000	49662	0.026043
(26115551,26165264)(27850000,27899999)(27850000,27900000)	chr1	27875000	49715	0.037411
(26165265,26196047)(27900000,27934650)(27900000,27950000)	chr1	27925000	30784	0.048879
(26196048,26196651)(27953727,27998878)(27950000,28000000)	chr1	27975000	605	0.022869
(26196652,26221545)(28004023,28049999)(28000000,28050000)	chr1	28025000	24895	0.076890
(26221546,26271494)(28050000,28099999)(28050000,28100000)	chr1	28075000	49950	0.081065
(26271495,26321484)(28100000,28149999)(28100000,28150000)	chr1	28125000	49991	0.092336
(26321485,26371335)(28150000,28199999)(28150000,28200000)	chr1	28175000	49852	0.084634
(26371336,26416473)(28200000,28249999)(28200000,28250000)	chr1	28225000	45139	0.089752
(26416474,26466368)(28250000,28299999)(28250000,28300000)	chr1	28275000	49896	0.100397
(26466369,26516262)(28300000,28349999)(28300000,28350000)	chr1	28325000	49895	0.115819
(26516263,26566196)(28350000,28399999)(28350000,28400000)	chr1	28375000	49935	0.143247
(26566197,26616146)(28400000,28449999)(28400000,28450000)	chr1	28425000	49951	0.158502
(26616147,26663883)(28450000,28499999)(28450000,28500000)	chr1	28475000	47738	0.181073
(26663884,26713317)(28500000,28549999)(28500000,28550000)	chr1	28525000	49435	0.058865
(26713318,26763028)(28550000,28599999)(28550000,28600000)	chr1	28575000	49712	0.060857
(26763029,26810106)(28600000,28649999)(28600000,28650000)	chr1	28625000	47079	0.067318
(26810107,26859962)(28650000,28699999)(28650000,28700000)	chr1	28675000	49857	0.015146
(26859963,26909760)(28700000,28749999)(28700000,28750000)	chr1	28725000	49799	0.035247
(26909761,26958968)(28750000,28799999)(28750000,28800000)	chr1	28775000	49209	0.044848
(26958969,27007093)(28800000,28848429)(28800000,28850000)	chr1	28825000	48126	0.049561
(27007094,27052017)(28854875,28899999)(28850000,28900000)	chr1	28875000	44925	0.090467
(27052018,27101765)(28900000,28949999)(28900000,28950000)	chr1	28925000	49749	0.145099
(27101766,27151589)(28950000,28999999)(28950000,29000000)	chr1	28975000	49825	0.203564
(27151590,27201472)(29000000,29049999)(29000000,29050000)	chr1	29025000	49884	0.030830
(27201473,27251411)(29050000,29099999)(29050000,29100000)	chr1	29075000	49940	0.026285
(27251412,27301323)(29100000,29149999)(29100000,29150000)	chr1	29125000	49913	0.047856
(27301324,27351100)(29150000,29199999)(29150000,29200000)	chr1	29175000	49778	0.027233
(27351101,27384515)(29200000,29249999)(29200000,29250000)	chr1	29225000	33416	0.016194
(27384516,27434400)(29250000,29299999)(29250000,29300000)	chr1	29275000	49886	0.007062
(27434401,27484280)(29300000,29349995)(29300000,29350000)	chr1	29325000	49881	0.005004
(27484281,27533706)(29350020,29399999)(29350000,29400000)	chr1	29375000	49427	0.015575
(27533707,27583487)(29400000,29449999)(29400000,29450000)	chr1	29425000	49782	0.022969
(27583488,27633235)(29450000,29499999)(29450000,29500000)	chr1	29475000	49749	0.042845
(27633236,27682998)(29500000,29549999)(29500000,29550000)	chr1	29525000	49764	0.033912
(27682999,27732677)(29550000,29599999)(29550000,29600000)	chr1	29575000	49680	0.065652
(27732678,27782512)(29600000,29649999)(29600000,29650000)	chr1	29625000	49836	0.034588
(27782513,27826505)(29650000,29699999)(29650000,29700000)	chr1	29675000	43994	0.039175
(27826506,27876207)(29700000,29749999)(29700000,29750000)	chr1	29725000	49703	0.070515
(27876208,27919418)(29750000,29799999)(29750000,29800000)	chr1	29775000	43212	0.089108
(27919419,27969215)(29800000,29849999)(29800000,29850000)	chr1	29825000	49798	0.099309
(27969216,28018970)(29850000,29899999)(29850000,29900000)	chr1	29875000	49756	-0.001635
(28018971,28068680)(29900000,29949999)(29900000,29950000)	chr1	29925000	49711	-0.003066
(28068681,28118381)(29950000,29999999)(29950000,30000000)	chr1	29975000	49702	0.009847
(28118382,28168138)(30000000,30049999)(30000000,30050000)	chr1	30025000	49758	0.014441
(28168139,28217739)(30050000,30099999)(30050000,30100000)	chr1	30075000	49602	0.104508
(28217740,28267516)(30100000,30149999)(30100000,30150000)	chr1	30125000	49778	0.066490
(28267517,28317386)(30150000,30199999)(30150000,30200000)	chr1	30175000	49871	0.053104
(28317387,28365891)(30200000,30249999)(30200000,30250000)	chr1	30225000	48506	0.030223
(28365892,28415701)(30250000,30299999)(30250000,30300000)	chr1	30275000	49811	0.032939
(28415702,28465648)(30300000,30349999)(30300000,30350000)	chr1	30325000	49948	0.031024
(28465649,28515243)(30350000,30399999)(30350000,30400000)	chr1	30375000	49596	0.055634
(28515244,28565103)(30400000,30449999)(30400000,30450000)	chr1	30425000	49861	0.062844
(28565104,28615050)(30450000,30499999)(30450000,30500000)	chr1	30475000	49948	0.068669
(28615051,28664723)(30500000,30549999)(30500000,30550000)	chr1	30525000	49674	0.120302
(28664724,28714716)(30550000,30599999)(30550000,30600000)	chr1	30575000	49994	0.338719
(28714717,28764647)(30600000,30649999)(30600000,30650000)	chr1	30625000	49932	0.086040
(28764648,28814526)(30650000,30699999)(30650000,30700000)	chr1	30675000	49880	0.162442
(28814527,28864374)(30700000,30749999)(30700000,30750000)	chr1	30725000	49849	0.164235
(28864375,28914325)(30750000,30799999)(30750000,30800000)	chr1	30775000	49952	0.134686
(28914326,28963349)(30800000,30849999)(30800000,30850000)	chr1	30825000	49025	0.125025
(28963350,29013237)(30850000,30899999)(30850000,30900000)	chr1	30875000	49889	0.142298
(29013238,29062996)(30900000,30949999)(30900000,30950000)	chr1	30925000	49760	0.138309
(29062997,29106565)(30950000,30999999)(30950000,31000000)	chr1	30975000	43570	0.132439
(29106566,29156508)(31000000,31049999)(31000000,31050000)	chr1	31025000	49944	0.119702
(29156509,29206346)(31050000,31099999)(31050000,31100000)	chr1	31075000	49839	0.143261
(29206347,29256117)(31100000,31149999)(31100000,31150000)	chr1	31125000	49772	0.164262
(29256118,29305657)(31150000,31199999)(31150000,31200000)	chr1	31175000	49541	0.044360
(29305658,29355410)(31200000,31249999)(31200000,31250000)	chr1	31225000	49754	0.093797
(29355411,29405110)(31250000,31299999)(31250000,31300000)	chr1	31275000	49701	0.134863
(29405111,29454890)(31300000,31349999)(31300000,31350000)	chr1	31325000	49781	0.101800
(29454891,29504667)(31350000,31399999)(31350000,31400000)	chr1	31375000	49778	0.062543
(29504668,29554171)(31400000,31449999)(31400000,31450000)	chr1	31425000	49505	0.084459
(29554172,29603967)(31450000,31499999)(31450000,31500000)	chr1	31475000	49797	0.112300
(29603968,29653596)(31500000,31549999)(31500000,31550000)	chr1	31525000	49630	0.046765
(29653597,29703324)(31550000,31599999)(31550000,31600000)	chr1	31575000	49729	0.070308
(29703325,29752996)(31600000,31649999)(31600000,31650000)	chr1	31625000	49673	0.109895
(29752997,29802830)(31650000,31699999)(31650000,31700000)	chr1	31675000	49835	0.107084
(29802831,29852694)(31700000,31749999)(31700000,31750000)	chr1	31725000	49865	0.114639
(29852695,29902408)(31750000,31799999)(31750000,31800000)	chr1	31775000	49715	0.122149
(29902409,29952202)(31800000,31849999)(31800000,31850000)	chr1	31825000	49795	0.135866
(29952203,30001912)(31850000,31899999)(31850000,31900000)	chr1	31875000	49711	0.240005
(30001913,30046193)(31900000,31949999)(31900000,31950000)	chr1	31925000	44282	0.051337
(30046194,30095898)(31950000,31999999)(31950000,32000000)	chr1	31975000	49706	0.088729
(30095899,30144090)(32000000,32049999)(32000000,32050000)	chr1	32025000	48193	0.049634
(30144091,30189284)(32050000,32099999)(32050000,32100000)	chr1	32075000	45195	0.080266
(30189285,30239089)(32100000,32149999)(32100000,32150000)	chr1	32125000	49806	0.146833
(30239090,30288415)(32150000,32199999)(32150000,32200000)	chr1	32175000	49327	0.120665
(30288416,30338156)(32200000,32249999)(32200000,32250000)	chr1	32225000	49742	0.141248
(30338157,30387827)(32250000,32299999)(32250000,32300000)	chr1	32275000	49672	0.055695
(30387828,30437480)(32300000,32349999)(32300000,32350000)	chr1	32325000	49654	0.112577
(30437481,30486993)(32350000,32399999)(32350000,32400000)	chr1	32375000	49514	0.119275
(30486994,30536689)(32400000,32449999)(32400000,32450000)	chr1	32425000	49697	0.067971
(30536690,30586085)(32450000,32499999)(32450000,32500000)	chr1	32475000	49397	0.060443
(30586086,30634089)(32500000,32549999)(32500000,32550000)	chr1	32525000	48005	0.067995
(30634090,30683927)(32550000,32599999)(32550000,32600000)	chr1	32575000	49839	0.057315
(30683928,30729552)(32600000,32649999)(32600000,32650000)	chr1	32625000	45626	0.132329
(30729553,30779299)(32650000,32699999)(32650000,32700000)	chr1	32675000	49748	0.135491
(30779300,30827952)(32700000,32749999)(32700000,32750000)	chr1	32725000	48654	0.166780
(30827953,30876168)(32750000,32799999)(32750000,32800000)	chr1	32775000	48217	0.194290
(30876169,30925895)(32800000,32849999)(32800000,32850000)	chr1	32825000	49728	0.148449
(30925896,30973672)(32850000,32899999)(32850000,32900000)	chr1	32875000	47778	0.071693
(30973673,31023289)(32900000,32949999)(32900000,32950000)	chr1	32925000	49618	0.080730
(31023290,31073003)(32950000,32999999)(32950000,33000000)	chr1	32975000	49715	0.056722
(31073004,31122868)(33000000,33049999)(33000000,33050000)	chr1	33025000	49866	0.059272
(31122869,31172693)(33050000,33099999)(33050000,33100000)	chr1	33075000	49826	0.056751
(31172694,31217336)(33100000,33149999)(33100000,33150000)	chr1	33125000	44644	0.052282
(31217337,31266944)(33150000,33199999)(33150000,33200000)	chr1	33175000	49609	0.029095
(31266945,31310057)(33200000,33249999)(33200000,33250000)	chr1	33225000	43114	0.085783
(31310058,31359811)(33250000,33299999)(33250000,33300000)	chr1	33275000	49755	0.155665
(31359812,31409623)(33300000,33349999)(33300000,33350000)	chr1	33325000	49813	0.114619
(31409624,31459468)(33350000,33399988)(33350000,33400000)	chr1	33375000	49846	0.088894
(31459469,31509022)(33400005,33449999)(33400000,33450000)	chr1	33425000	49555	0.082536
(31509023,31558944)(33450000,33499999)(33450000,33500000)	chr1	33475000	49923	0.102500
(31558945,31608388)(33500000,33549999)(33500000,33550000)	chr1	33525000	49445	0.130255
(31608389,31658141)(33550000,33599999)(33550000,33600000)	chr1	33575000	49754	0.203349
(31658142,31707939)(33600000,33649999)(33600000,33650000)	chr1	33625000	49799	0.115601
(31707940,31757810)(33650000,33699999)(33650000,33700000)	chr1	33675000	49872	0.194575
(31757811,31807661)(33700000,33749999)(33700000,33750000)	chr1	33725000	49852	0.178635
(31807662,31857531)(33750000,33799999)(33750000,33800000)	chr1	33775000	49871	0.159973
(31857532,31907170)(33800000,33849999)(33800000,33850000)	chr1	33825000	49640	0.255383
(31907171,31956982)(33850000,33899999)(33850000,33900000)	chr1	33875000	49813	0.213114
(31956983,32006882)(33900000,33949999)(33900000,33950000)	chr1	33925000	49901	0.101505
(32006883,32056737)(33950000,33999999)(33950000,34000000)	chr1	33975000	49856	0.070838
(32056738,32106650)(34000000,34049999)(34000000,34050000)	chr1	34025000	49914	0.146843
(32106651,32156481)(34050000,34099999)(34050000,34100000)	chr1	34075000	49832	0.187259
(32156482,32206390)(34100000,34149999)(34100000,34150000)	chr1	34125000	49910	0.122917
(32206391,32256188)(34150000,34199999)(34150000,34200000)	chr1	34175000	49799	0.235006
(32256189,32305991)(34200000,34249999)(34200000,34250000)	chr1	34225000	49804	0.199926
(32305992,32355789)(34250000,34299999)(34250000,34300000)	chr1	34275000	49799	0.486846
(32355790,32405581)(34300000,34349999)(34300000,34350000)	chr1	34325000	49793	0.312315
(32405582,32455390)(34350000,34399999)(34350000,34400000)	chr1	34375000	49810	0.263723
(32455391,32504563)(34400000,34449999)(34400000,34450000)	chr1	34425000	49174	0.414257
(32504564,32554315)(34450000,34499999)(34450000,34500000)	chr1	34475000	49753	0.595059
(32554316,32604208)(34500000,34549999)(34500000,34550000)	chr1	34525000	49894	0.328566
(32604209,32653948)(34550000,34599999)(34550000,34600000)	chr1	34575000	49741	0.337425
(32653949,32703676)(34600000,34649999)(34600000,34650000)	chr1	34625000	49729	0.242313
(32703677,32753478)(34650000,34699999)(34650000,34700000)	chr1	34675000	49803	0.170204
(32753479,32803288)(34700000,34749999)(34700000,34750000)	chr1	34725000	49811	0.135024
(32803289,32852661)(34750000,34799999)(34750000,34800000)	chr1	34775000	49374	0.095997
(32852662,32902514)(34800000,34849999)(34800000,34850000)	chr1	34825000	49854	0.123931
(32902515,32952404)(34850000,34899999)(34850000,34900000)	chr1	34875000	49891	0.150951
(32952405,33002275)(34900000,34949999)(34900000,34950000)	chr1	34925000	49872	0.174022
(33002276,33051628)(34950000,34999999)(34950000,35000000)	chr1	34975000	49354	0.116687
(33051629,33101449)(35000000,35049999)(35000000,35050000)	chr1	35025000	49822	0.126092
(33101450,33151384)(35050000,35099999)(35050000,35100000)	chr1	35075000	49936	0.152091
(33151385,33201213)(35100000,35149999)(35100000,35150000)	chr1	35125000	49830	0.169397
(33201214,33251067)(35150000,35199999)(35150000,35200000)	chr1	35175000	49855	0.204371
(33251068,33300899)(35200000,35249999)(35200000,35250000)	chr1	35225000	49833	0.252611
(33300900,33350764)(35250000,35299999)(35250000,35300000)	chr1	35275000	49866	0.098811
(33350765,33400721)(35300000,35349999)(35300000,35350000)	chr1	35325000	49958	0.115588
(33400722,33450599)(35350000,35399999)(35350000,35400000)	chr1	35375000	49879	0.170892
(33450600,33494232)(35400000,35449999)(35400000,35450000)	chr1	35425000	43634	0.337425
(33494233,33544164)(35450000,35499999)(35450000,35500000)	chr1	35475000	49933	0.285867
(33544165,33594120)(35500000,35549999)(35500000,35550000)	chr1	35525000	49957	0.238837
(33594121,33644034)(35550000,35599999)(35550000,35600000)	chr1	35575000	49915	0.175845
(33644035,33689795)(35600000,35649999)(35600000,35650000)	chr1	35625000	45762	0.254460
(33689796,33739702)(35650000,35699999)(35650000,35700000)	chr1	35675000	49908	0.305302
(33739703,33789359)(35700000,35749999)(35700000,35750000)	chr1	35725000	49658	0.305773
(33789360,33839090)(35750000,35799999)(35750000,35800000)	chr1	35775000	49732	0.326253
(33839091,33882586)(35800000,35849999)(35800000,35850000)	chr1	35825000	43497	0.202354
(33882587,33932527)(35850000,35899999)(35850000,35900000)	chr1	35875000	49942	0.146609
(33932528,33982481)(35900000,35949999)(35900000,35950000)	chr1	35925000	49955	0.051025
(33982482,34025961)(35950000,35999999)(35950000,36000000)	chr1	35975000	43481	0.031072
(34025962,34075870)(36000000,36049999)(36000000,36050000)	chr1	36025000	49910	0.069131
(34075871,34125842)(36050000,36099999)(36050000,36100000)	chr1	36075000	49973	0.032660
(34125843,34175759)(36100000,36149999)(36100000,36150000)	chr1	36125000	49918	0.028940
(34175760,34220423)(36150000,36195139)(36150000,36200000)	chr1	36175000	44665	0.029249
(34220424,34252354)(36218028,36249999)(36200000,36250000)	chr1	36225000	31932	0.048190
(34252355,34299604)(36250000,36299999)(36250000,36300000)	chr1	36275000	47251	0.051327
(34299605,34349543)(36300000,36349999)(36300000,36350000)	chr1	36325000	49940	0.029975
(34349544,34399519)(36350000,36399999)(36350000,36400000)	chr1	36375000	49977	0.021039
(34399520,34449320)(36400000,36449999)(36400000,36450000)	chr1	36425000	49802	0.051603
(34449321,34499085)(36450000,36499999)(36450000,36500000)	chr1	36475000	49766	0.056608
(34499086,34548944)(36500000,36549999)(36500000,36550000)	chr1	36525000	49860	0.069225
(34548945,34598882)(36550000,36599999)(36550000,36600000)	chr1	36575000	49939	0.073878
(34598883,34648756)(36600000,36649999)(36600000,36650000)	chr1	36625000	49875	0.092527
(34648757,34698705)(36650000,36699999)(36650000,36700000)	chr1	36675000	49950	0.402838
(34698706,34748301)(36700000,36749999)(36700000,36750000)	chr1	36725000	49597	0.256022
(34748302,34798239)(36750000,36799999)(36750000,36800000)	chr1	36775000	49939	0.155815
(34798240,34848197)(36800000,36849999)(36800000,36850000)	chr1	36825000	49959	0.069768
(34848198,34896952)(36850000,36899999)(36850000,36900000)	chr1	36875000	48756	0.032840
(34896953,34938479)(36900000,36945774)(36900000,36950000)	chr1	36925000	41528	0.091146
(34938480,34959645)(36969249,36999999)(36950000,37000000)	chr1	36975000	21167	0.097043
(34959646,35009051)(37000000,37049999)(37000000,37050000)	chr1	37025000	49407	0.113008
(35009052,35058760)(37050000,37099999)(37050000,37100000)	chr1	37075000	49710	0.124854
(35058761,35108699)(37100000,37149999)(37100000,37150000)	chr1	37125000	49940	0.156964
(35108700,35158400)(37150000,37199999)(37150000,37200000)	chr1	37175000	49702	0.304054
(35158401,35208319)(37200000,37249999)(37200000,37250000)	chr1	37225000	49920	0.258120
(35208320,35258125)(37250000,37299999)(37250000,37300000)	chr1	37275000	49807	0.282486
(35258126,35307972)(37300000,37349999)(37300000,37350000)	chr1	37325000	49848	0.154391
(35307973,35357892)(37350000,37399999)(37350000,37400000)	chr1	37375000	49921	0.080274
(35357893,35407833)(37400000,37449999)(37400000,37450000)	chr1	37425000	49942	0.052908
(35407834,35457659)(37450000,37499987)(37450000,37500000)	chr1	37475000	49827	0.046342
(35457660,35507040)(37500004,37549999)(37500000,37550000)	chr1	37525000	49382	0.047199
(35507041,35556067)(37550000,37599999)(37550000,37600000)	chr1	37575000	49028	-0.002498
(35556068,35605000)(37600000,37649999)(37600000,37650000)	chr1	37625000	48934	-0.000175
(35605001,35654975)(37650000,37699999)(37650000,37700000)	chr1	37675000	49976	-0.007014
(35654976,35704934)(37700000,37749999)(37700000,37750000)	chr1	37725000	49960	0.007390
(35704935,35754847)(37750000,37799999)(37750000,37800000)	chr1	37775000	49914	0.006729
(35754848,35804440)(37800000,37849999)(37800000,37850000)	chr1	37825000	49594	0.013379
(35804441,35854062)(37850000,37899999)(37850000,37900000)	chr1	37875000	49623	0.015932
(35854063,35903926)(37900000,37949999)(37900000,37950000)	chr1	37925000	49865	0.072351
(35903927,35953643)(37950000,37999999)(37950000,38000000)	chr1	37975000	49718	0.223485
(35953644,36003539)(38000000,38049999)(38000000,38050000)	chr1	38025000	49897	0.138674
(36003540,36052481)(38050000,38099999)(38050000,38100000)	chr1	38075000	48943	0.167934
(36052482,36102351)(38100000,38149999)(38100000,38150000)	chr1	38125000	49871	0.102511
(36102352,36152169)(38150000,38199999)(38150000,38200000)	chr1	38175000	49819	0.139525
(36152170,36202026)(38200000,38249999)(38200000,38250000)	chr1	38225000	49858	0.140803
(36202027,36248999)(38250000,38297043)(38250000,38300000)	chr1	38275000	46974	0.068808
(36249000,36295535)(38303095,38349999)(38300000,38350000)	chr1	38325000	46537	0.018868
(36295536,36344059)(38350000,38399999)(38350000,38400000)	chr1	38375000	48525	0.053470
(36344060,36393874)(38400000,38449999)(38400000,38450000)	chr1	38425000	49816	0.023487
(36393875,36443612)(38450000,38499999)(38450000,38500000)	chr1	38475000	49739	0.096814
(36443613,36492307)(38500000,38549999)(38500000,38550000)	chr1	38525000	48696	0.141961
(36492308,36542190)(38550000,38599999)(38550000,38600000)	chr1	38575000	49884	0.082420
(36542191,36591897)(38600000,38649999)(38600000,38650000)	chr1	38625000	49708	0.174879
(36591898,36641607)(38650000,38699999)(38650000,38700000)	chr1	38675000	49711	0.335495
(36641608,36691238)(38700000,38749999)(38700000,38750000)	chr1	38725000	49632	0.196319
(36691239,36740545)(38750000,38799999)(38750000,38800000)	chr1	38775000	49308	0.192915
(36740546,36789789)(38800000,38849999)(38800000,38850000)	chr1	38825000	49245	0.219559
(36789790,36839545)(38850000,38899999)(38850000,38900000)	chr1	38875000	49757	0.207101
(36839546,36889357)(38900000,38949999)(38900000,38950000)	chr1	38925000	49813	0.216478
(36889358,36939310)(38950000,38999999)(38950000,39000000)	chr1	38975000	49954	0.141901
(36939311,36989117)(39000000,39049999)(39000000,39050000)	chr1	39025000	49808	0.069032
(36989118,37038668)(39050000,39099999)(39050000,39100000)	chr1	39075000	49552	0.061093
(37038669,37088415)(39100000,39149999)(39100000,39150000)	chr1	39125000	49748	0.070530
(37088416,37138345)(39150000,39199999)(39150000,39200000)	chr1	39175000	49931	0.110560
(37138346,37188068)(39200000,39249999)(39200000,39250000)	chr1	39225000	49724	0.103107
(37188069,37237965)(39250000,39299999)(39250000,39300000)	chr1	39275000	49898	0.114002
(37237966,37287843)(39300000,39349999)(39300000,39350000)	chr1	39325000	49879	0.088843
(37287844,37337652)(39350000,39399999)(39350000,39400000)	chr1	39375000	49810	0.104278
(37337653,37386953)(39400000,39449999)(39400000,39450000)	chr1	39425000	49302	0.135555
(37386954,37436836)(39450000,39499999)(39450000,39500000)	chr1	39475000	49884	0.127024
(37436837,37485935)(39500000,39549999)(39500000,39550000)	chr1	39525000	49100	0.100221
(37485936,37535778)(39550000,39599999)(39550000,39600000)	chr1	39575000	49844	0.048603
(37535779,37585699)(39600000,39649999)(39600000,39650000)	chr1	39625000	49922	0.134845
(37585700,37635600)(39650000,39699999)(39650000,39700000)	chr1	39675000	49902	0.238932
(37635601,37685512)(39700000,39749999)(39700000,39750000)	chr1	39725000	49913	0.132808
(37685513,37735421)(39750000,39799999)(39750000,39800000)	chr1	39775000	49910	0.139720
(37735422,37785360)(39800000,39849999)(39800000,39850000)	chr1	39825000	49940	0.184767
(37785361,37835231)(39850000,39899999)(39850000,39900000)	chr1	39875000	49872	0.241060
(37835232,37885162)(39900000,39949999)(39900000,39950000)	chr1	39925000	49932	0.266450
(37885163,37935067)(39950000,39999999)(39950000,40000000)	chr1	39975000	49906	0.258842
(37935068,37980279)(40000000,40049999)(40000000,40050000)	chr1	40025000	45213	0.132150
(37980280,38030220)(40050000,40099999)(40050000,40100000)	chr1	40075000	49942	0.098850
(38030221,38079666)(40100000,40149999)(40100000,40150000)	chr1	40125000	49447	0.044704
(38079667,38129585)(40150000,40199999)(40150000,40200000)	chr1	40175000	49920	0.100951
(38129586,38179421)(40200000,40249999)(40200000,40250000)	chr1	40225000	49837	0.077401
(38179422,38229398)(40250000,40299999)(40250000,40300000)	chr1	40275000	49978	0.182357
(38229399,38279350)(40300000,40349999)(40300000,40350000)	chr1	40325000	49953	0.204586
(38279351,38329031)(40350000,40399999)(40350000,40400000)	chr1	40375000	49682	0.171095
(38329032,38378419)(40400000,40449999)(40400000,40450000)	chr1	40425000	49389	0.216865
(38378420,38389337)(40450000,40499999)(40450000,40500000)	chr1	40475000	10919	0.136669
(38389338,38438162)(40500000,40549999)(40500000,40550000)	chr1	40525000	48826	0.156672
(38438163,38488146)(40550000,40599999)(40550000,40600000)	chr1	40575000	49985	0.142357
(38488147,38536843)(40600000,40649999)(40600000,40650000)	chr1	40625000	48698	0.177930
(38536844,38586632)(40650000,40699923)(40650000,40700000)	chr1	40675000	49790	0.125933
(38586633,38636126)(40700231,40749999)(40700000,40750000)	chr1	40725000	49495	0.138776
(38636127,38685889)(40750000,40799999)(40750000,40800000)	chr1	40775000	49764	0.143052
(38685890,38735859)(40800000,40849999)(40800000,40850000)	chr1	40825000	49971	0.065242
(38735860,38785685)(40850000,40899999)(40850000,40900000)	chr1	40875000	49827	0.159965
(38785686,38835642)(40900000,40949999)(40900000,40950000)	chr1	40925000	49958	0.141879
(38835643,38885526)(40950000,40999999)(40950000,41000000)	chr1	40975000	49885	0.180996
(38885527,38935449)(41000000,41049999)(41000000,41050000)	chr1	41025000	49924	0.247933
(38935450,38984323)(41050000,41099999)(41050000,41100000)	chr1	41075000	48875	0.283821
(38984324,39034255)(41100000,41149999)(41100000,41150000)	chr1	41125000	49933	0.420259
(39034256,39084165)(41150000,41199999)(41150000,41200000)	chr1	41175000	49911	0.423308
(39084166,39126812)(41200000,41249999)(41200000,41250000)	chr1	41225000	42648	0.330027
(39126813,39176581)(41250000,41299999)(41250000,41300000)	chr1	41275000	49770	0.289882
(39176582,39226495)(41300000,41349999)(41300000,41350000)	chr1	41325000	49915	0.219020
(39226496,39276417)(41350000,41399999)(41350000,41400000)	chr1	41375000	49923	0.111323
(39276418,39326158)(41400000,41449999)(41400000,41450000)	chr1	41425000	49742	0.173656
(39326159,39376088)(41450000,41499999)(41450000,41500000)	chr1	41475000	49931	0.081645
(39376089,39419160)(41500000,41549999)(41500000,41550000)	chr1	41525000	43073	0.106928
(39419161,39467860)(41550000,41599999)(41550000,41600000)	chr1	41575000	48701	0.106281
(39467861,39517822)(41600000,41649999)(41600000,41650000)	chr1	41625000	49963	0.224790
(39517823,39567608)(41650000,41699999)(41650000,41700000)	chr1	41675000	49787	0.274901
(39567609,39617468)(41700000,41749999)(41700000,41750000)	chr1	41725000	49861	0.197113
(39617469,39667323)(41750000,41799999)(41750000,41800000)	chr1	41775000	49856	0.059300
(39667324,39716740)(41800000,41849999)(41800000,41850000)	chr1	41825000	49418	0.111447
(39716741,39760373)(41850000,41899999)(41850000,41900000)	chr1	41875000	43634	0.018864
(39760374,39810346)(41900000,41949999)(41900000,41950000)	chr1	41925000	49974	0.022156
(39810347,39860213)(41950000,41999999)(41950000,42000000)	chr1	41975000	49868	0.018557
(39860214,39909418)(42000000,42049999)(42000000,42050000)	chr1	42025000	49206	0.011230
(39909419,39928313)(42050000,42099676)(42050000,42100000)	chr1	42075000	18896	0.013702
(39928314,39971105)(42106537,42149999)(42100000,42150000)	chr1	42125000	42793	0.152088
(39971106,40020935)(42150000,42199999)(42150000,42200000)	chr1	42175000	49831	0.134378
(40020936,40070689)(42200000,42249999)(42200000,42250000)	chr1	42225000	49755	0.093429
(40070690,40120514)(42250000,42299999)(42250000,42300000)	chr1	42275000	49826	0.020201
(40120515,40170256)(42300000,42349999)(42300000,42350000)	chr1	42325000	49743	0.013525
(40170257,40217846)(42350000,42399999)(42350000,42400000)	chr1	42375000	47591	0.062125
(40217847,40267300)(42400000,42449999)(42400000,42450000)	chr1	42425000	49455	0.120344
(40267301,40317035)(42450000,42499999)(42450000,42500000)	chr1	42475000	49736	0.102666
(40317036,40366798)(42500000,42549999)(42500000,42550000)	chr1	42525000	49764	0.082818
(40366799,40416546)(42550000,42599999)(42550000,42600000)	chr1	42575000	49749	0.142116
(40416547,40464407)(42600000,42649999)(42600000,42650000)	chr1	42625000	47862	0.094639
(40464408,40514181)(42650000,42699999)(42650000,42700000)	chr1	42675000	49775	0.086404
(40514182,40563804)(42700000,42749999)(42700000,42750000)	chr1	42725000	49624	0.141860
(40563805,40610448)(42750000,42799999)(42750000,42800000)	chr1	42775000	46645	0.126665
(40610449,40654074)(42800000,42849999)(42800000,42850000)	chr1	42825000	43627	0.122799
(40654075,40697805)(42850000,42899999)(42850000,42900000)	chr1	42875000	43732	0.141962
(40697806,40747008)(42900000,42949999)(42900000,42950000)	chr1	42925000	49204	0.124713
(40747009,40796805)(42950000,42999999)(42950000,43000000)	chr1	42975000	49798	0.078171
