region	chr	midPos	Nsites
(3316593,3363031)(4250000,4299998)(4250000,4300000)	chr21	4275000	46440	0.063138
(3363032,3407349)(4300001,4349999)(4300000,4350000)	chr21	4325000	44319	0.053085
(3407350,3452950)(4350000,4399999)(4350000,4400000)	chr21	4375000	45602	0.052488
(3452951,3492884)(4400000,4449999)(4400000,4450000)	chr21	4425000	39935	0.060877
(3492885,3538692)(4450000,4499999)(4450000,4500000)	chr21	4475000	45809	0.086503
(3538693,3583577)(4500001,4549999)(4500000,4550000)	chr21	4525000	44886	0.053626
(3583578,3627435)(4550000,4599999)(4550000,4600000)	chr21	4575000	43859	0.062421
(3627436,3670197)(4600000,4649999)(4600000,4650000)	chr21	4625000	42763	0.046090
(3670198,3717427)(4650000,4699999)(4650000,4700000)	chr21	4675000	47231	0.064392
(3717428,3765055)(4700000,4749999)(4700000,4750000)	chr21	4725000	47629	0.092440
(3765056,3809812)(4750000,4799999)(4750000,4800000)	chr21	4775000	44758	0.099294
(3809813,3854346)(4800000,4849999)(4800000,4850000)	chr21	4825000	44535	0.081959
(3854347,3893241)(4850000,4899999)(4850000,4900000)	chr21	4875000	38896	0.045393
(3893242,3938805)(4900000,4949999)(4900000,4950000)	chr21	4925000	45565	0.066486
(3938806,3984024)(4950000,4999999)(4950000,5000000)	chr21	4975000	45220	0.093452
(3984025,4030339)(5000000,5049999)(5000000,5050000)	chr21	5025000	46316	0.053611
(25833,51658)(50000,99986)(50000,100000)	chr210	75000	25827	0.255832
(21569,42614)(50000,99895)(50000,100000)	chr211	75000	21047	0.150562
(42615,60277)(100008,149838)(100000,150000)	chr211	125000	17664	0.157074
(60278,80658)(150071,199999)(150000,200000)	chr211	175000	20382	0.142072
(80659,102357)(200000,249869)(200000,250000)	chr211	225000	21700	0.123620
(102358,123176)(250089,299994)(250000,300000)	chr211	275000	20820	0.088746
(123177,141794)(300040,349998)(300000,350000)	chr211	325000	18619	0.116291
(141795,164372)(350023,399999)(350000,400000)	chr211	375000	22579	0.207494
(164373,188093)(400000,449975)(400000,450000)	chr211	425000	23722	0.164901
(188094,213659)(450052,499999)(450000,500000)	chr211	475000	25567	0.198836
(19040,39477)(50050,99999)(50000,100000)	chr212	75000	20439	0.225483
(19170,37094)(50000,99991)(50000,100000)	chr213	75000	17926	0.136012
(11002,23566)(50045,99984)(50000,100000)	chr214	75000	12566	0.122806
(18007,35727)(50023,99998)(50000,100000)	chr215	75000	17722	0.089043
(35728,59973)(100000,149832)(100000,150000)	chr215	125000	24247	0.162506
(59974,83874)(150042,199976)(150000,200000)	chr215	175000	23902	0.090472
(83875,105701)(200121,249999)(200000,250000)	chr215	225000	21828	0.154059
(105702,114647)(250001,299386)(250000,300000)	chr215	275000	8947	0.055348
(114648,129676)(300094,349868)(300000,350000)	chr215	325000	15030	0.130306
(16125,34818)(50000,99941)(50000,100000)	chr216	75000	18695	0.141608
(34819,52423)(100154,149873)(100000,150000)	chr216	125000	17606	0.112452
(52424,64212)(150372,199452)(150000,200000)	chr216	175000	11790	0.130644
(36135,82346)(50000,99999)(50000,100000)	chr22	75000	46213	0.055604
(82347,129530)(100000,149993)(100000,150000)	chr22	125000	47185	0.098233
(129531,175405)(150010,199999)(150000,200000)	chr22	175000	45876	0.081935
(175406,222830)(200000,249999)(200000,250000)	chr22	225000	47426	0.068968
(222831,270172)(250000,299999)(250000,300000)	chr22	275000	47343	0.087654
(270173,314049)(300000,349999)(300000,350000)	chr22	325000	43878	0.058543
(314050,359496)(350000,399999)(350000,400000)	chr22	375000	45448	0.043298
(359497,405211)(400000,449999)(400000,450000)	chr22	425000	45716	0.069440
(405212,447820)(450000,499999)(450000,500000)	chr22	475000	42610	0.079389
(447821,492092)(500001,549999)(500000,550000)	chr22	525000	44273	0.049889
(492093,536327)(550000,599999)(550000,600000)	chr22	575000	44236	0.044887
(536328,580729)(600000,649999)(600000,650000)	chr22	625000	44403	0.097846
(580730,624206)(650000,699999)(650000,700000)	chr22	675000	43478	0.041515
(624207,667768)(700000,749999)(700000,750000)	chr22	725000	43563	0.068551
(667769,712966)(750000,799960)(750000,800000)	chr22	775000	45199	0.066571
(712967,757649)(800193,849999)(800000,850000)	chr22	825000	44684	0.104990
(757650,802881)(850000,899999)(850000,900000)	chr22	875000	45233	0.042028
(802882,845695)(900000,949999)(900000,950000)	chr22	925000	42815	0.068972
(845696,885482)(950000,999999)(950000,1000000)	chr22	975000	39788	0.071045
(885483,929448)(1000000,1049994)(1000000,1050000)	chr22	1025000	43967	0.048893
(929449,974433)(1050008,1099999)(1050000,1100000)	chr22	1075000	44986	0.056583
(974434,1019050)(1100000,1149999)(1100000,1150000)	chr22	1125000	44618	0.042878
(1019051,1062737)(1150000,1199999)(1150000,1200000)	chr22	1175000	43688	0.046178
(1062738,1107466)(1200000,1249999)(1200000,1250000)	chr22	1225000	44730	0.126220
(1107467,1150720)(1250000,1299999)(1250000,1300000)	chr22	1275000	43255	0.072253
(1150721,1195782)(1300000,1349999)(1300000,1350000)	chr22	1325000	45063	0.050589
(1195783,1241630)(1350000,1399999)(1350000,1400000)	chr22	1375000	45849	0.072502
(1241631,1282964)(1400000,1449999)(1400000,1450000)	chr22	1425000	41335	0.078873
(1282965,1318751)(1450000,1499999)(1450000,1500000)	chr22	1475000	35788	0.043279
(1318752,1358015)(1500000,1549999)(1500000,1550000)	chr22	1525000	39265	0.075640
(1358016,1400444)(1550000,1599999)(1550000,1600000)	chr22	1575000	42430	0.073184
(1400445,1443695)(1600000,1649999)(1600000,1650000)	chr22	1625000	43252	0.048564
(1443696,1487984)(1650000,1699999)(1650000,1700000)	chr22	1675000	44290	0.033617
(1487985,1533820)(1700000,1749999)(1700000,1750000)	chr22	1725000	45837	0.063529
(1533821,1579783)(1750000,1799999)(1750000,1800000)	chr22	1775000	45964	0.068646
(1579784,1623651)(1800000,1849999)(1800000,1850000)	chr22	1825000	43869	0.066904
(1623652,1668484)(1850000,1899999)(1850000,1900000)	chr22	1875000	44834	0.053251
(1668485,1712774)(1900000,1949999)(1900000,1950000)	chr22	1925000	44291	0.056025
(1712775,1756634)(1950000,1999999)(1950000,2000000)	chr22	1975000	43861	0.053907
(1756635,1802404)(2000000,2049999)(2000000,2050000)	chr22	2025000	45771	0.026205
(1802405,1845756)(2050000,2099999)(2050000,2100000)	chr22	2075000	43353	0.051310
(1845757,1892252)(2100000,2149999)(2100000,2150000)	chr22	2125000	46497	0.048066
(1892253,1939386)(2150000,2199999)(2150000,2200000)	chr22	2175000	47135	0.040096
(1939387,1983736)(2200000,2249999)(2200000,2250000)	chr22	2225000	44351	0.087868
(1983737,2030181)(2250000,2299999)(2250000,2300000)	chr22	2275000	46446	0.077951
(2030182,2077035)(2300000,2349999)(2300000,2350000)	chr22	2325000	46855	0.069297
(2077036,2123010)(2350000,2399999)(2350000,2400000)	chr22	2375000	45976	0.066860
(2123011,2169609)(2400000,2449999)(2400000,2450000)	chr22	2425000	46600	0.018694
(2169610,2211307)(2450000,2499636)(2450000,2500000)	chr22	2475000	41699	0.065964
(2211308,2254922)(2500120,2549999)(2500000,2550000)	chr22	2525000	43616	0.060920
(2254923,2300560)(2550000,2599999)(2550000,2600000)	chr22	2575000	45639	0.071741
(2300561,2347543)(2600000,2649999)(2600000,2650000)	chr22	2625000	46984	0.050077
(2347544,2393274)(2650000,2699999)(2650000,2700000)	chr22	2675000	45732	0.035651
(2393275,2438252)(2700000,2749999)(2700000,2750000)	chr22	2725000	44979	0.102718
(2438253,2482392)(2750000,2799999)(2750000,2800000)	chr22	2775000	44141	0.040362
(2482393,2519973)(2800000,2849999)(2800000,2850000)	chr22	2825000	37582	0.054086
(2519974,2567165)(2850000,2899999)(2850000,2900000)	chr22	2875000	47193	0.061207
(2567166,2613776)(2900000,2949999)(2900000,2950000)	chr22	2925000	46612	0.055272
(2613777,2651857)(2950000,2999999)(2950000,3000000)	chr22	2975000	38082	0.104847
(2651858,2698637)(3000000,3049999)(3000000,3050000)	chr22	3025000	46781	0.038001
(2698638,2743633)(3050000,3099999)(3050000,3100000)	chr22	3075000	44997	0.039248
(2743634,2783213)(3100000,3149951)(3100000,3150000)	chr22	3125000	39581	0.077243
(2783214,2828221)(3150100,3199999)(3150000,3200000)	chr22	3175000	45009	0.066520
(2828222,2871415)(3200000,3249999)(3200000,3250000)	chr22	3225000	43195	0.099294
(2871416,2916334)(3250000,3299999)(3250000,3300000)	chr22	3275000	44920	0.081429
(2916335,2961993)(3300000,3349999)(3300000,3350000)	chr22	3325000	45660	0.022164
(2961994,3007229)(3350000,3399999)(3350000,3400000)	chr22	3375000	45237	0.037270
(3007230,3054483)(3400000,3449999)(3400000,3450000)	chr22	3425000	47255	0.073837
(3054484,3100466)(3450000,3499975)(3450000,3500000)	chr22	3475000	45984	0.110619
(3100467,3146703)(3500039,3549999)(3500000,3550000)	chr22	3525000	46238	0.070002
(3146704,3193312)(3550000,3599999)(3550000,3600000)	chr22	3575000	46610	0.047607
(3193313,3237979)(3600000,3649999)(3600000,3650000)	chr22	3625000	44668	0.087927
(3237980,3281280)(3650000,3699999)(3650000,3700000)	chr22	3675000	43302	0.038339
(3281281,3326373)(3700000,3749999)(3700000,3750000)	chr22	3725000	45094	0.047461
(3326374,3371706)(3750000,3799999)(3750000,3800000)	chr22	3775000	45334	0.067087
(3371707,3413975)(3800000,3848798)(3800000,3850000)	chr22	3825000	42270	0.060093
(3413976,3455073)(3855395,3899999)(3850000,3900000)	chr22	3875000	41099	0.043032
(3455074,3501190)(3900000,3949999)(3900000,3950000)	chr22	3925000	46118	0.037786
(3501191,3546058)(3950000,3999999)(3950000,4000000)	chr22	3975000	44869	0.042022
(3546059,3590352)(4000000,4049999)(4000000,4050000)	chr22	4025000	44295	0.146560
(3590353,3634430)(4050000,4099999)(4050000,4100000)	chr22	4075000	44079	0.130833
(3634431,3678913)(4100000,4149999)(4100000,4150000)	chr22	4125000	44484	0.167744
(3678914,3723567)(4150000,4199999)(4150000,4200000)	chr22	4175000	44655	0.074364
(3723568,3768590)(4200000,4249999)(4200000,4250000)	chr22	4225000	45024	0.056772
(3768591,3814802)(4250000,4299999)(4250000,4300000)	chr22	4275000	46213	0.069032
(3814803,3861269)(4300000,4349999)(4300000,4350000)	chr22	4325000	46468	0.079986
(3861270,3904779)(4350000,4399999)(4350000,4400000)	chr22	4375000	43511	0.112919
(3904780,3950053)(4400000,4449999)(4400000,4450000)	chr22	4425000	45275	0.069760
(3950054,3993737)(4450000,4499854)(4450000,4500000)	chr22	4475000	43685	0.140557
(3993738,4037078)(4500165,4549999)(4500000,4550000)	chr22	4525000	43342	0.077280
(4037079,4083156)(4550000,4599999)(4550000,4600000)	chr22	4575000	46079	0.053693
(4083157,4125344)(4600000,4649999)(4600000,4650000)	chr22	4625000	42189	0.069739
(4125345,4169671)(4650000,4699999)(4650000,4700000)	chr22	4675000	44328	0.093931
(4169672,4214409)(4700000,4749999)(4700000,4750000)	chr22	4725000	44739	0.099530
(4214410,4258120)(4750000,4799999)(4750000,4800000)	chr22	4775000	43712	0.049001
(4258121,4292025)(4800000,4849999)(4800000,4850000)	chr22	4825000	33906	0.047007
(4292026,4334068)(4850000,4899999)(4850000,4900000)	chr22	4875000	42044	0.058193
(4334069,4375033)(4900000,4949999)(4900000,4950000)	chr22	4925000	40966	0.120757
(4375034,4419276)(4950000,4999999)(4950000,5000000)	chr22	4975000	44244	0.062608
(4419277,4462690)(5000000,5049999)(5000000,5050000)	chr22	5025000	43415	0.055419
(4462691,4505812)(5050000,5099999)(5050000,5100000)	chr22	5075000	43123	0.069707
(4505813,4546649)(5100000,5149999)(5100000,5150000)	chr22	5125000	40838	0.046801
(4546650,4589463)(5150000,5199999)(5150000,5200000)	chr22	5175000	42815	0.053473
(4589464,4633858)(5200000,5249999)(5200000,5250000)	chr22	5225000	44396	0.043781
(4633859,4676983)(5250000,5299999)(5250000,5300000)	chr22	5275000	43126	0.048745
(4676984,4715385)(5300000,5349999)(5300000,5350000)	chr22	5325000	38403	0.040584
(4715386,4757345)(5350000,5399999)(5350000,5400000)	chr22	5375000	41961	0.064435
(4757346,4804694)(5400000,5449999)(5400000,5450000)	chr22	5425000	47350	0.054010
(4804695,4851279)(5450000,5499999)(5450000,5500000)	chr22	5475000	46586	0.042579
(4851280,4898323)(5500000,5549999)(5500000,5550000)	chr22	5525000	47045	0.053914
(4898324,4943310)(5550000,5599999)(5550000,5600000)	chr22	5575000	44988	0.027345
(4943311,4987122)(5600000,5649992)(5600000,5650000)	chr22	5625000	43813	0.108856
(4987123,5030630)(5650040,5699999)(5650000,5700000)	chr22	5675000	43509	0.098304
(5030631,5075062)(5700000,5749999)(5700000,5750000)	chr22	5725000	44433	0.056572
(5075063,5118386)(5750000,5799999)(5750000,5800000)	chr22	5775000	43325	0.033931
(5118387,5157958)(5800000,5849956)(5800000,5850000)	chr22	5825000	39573	0.019262
(5157959,5197601)(5850028,5899999)(5850000,5900000)	chr22	5875000	39644	0.081272
(5197602,5241285)(5900000,5949999)(5900000,5950000)	chr22	5925000	43685	0.042577
(5241286,5287408)(5950000,5999999)(5950000,6000000)	chr22	5975000	46124	0.089195
(5287409,5315759)(6000000,6049999)(6000000,6050000)	chr22	6025000	28352	0.192005
(5315760,5350291)(6050000,6099999)(6050000,6100000)	chr22	6075000	34533	0.027450
(5350292,5394166)(6100000,6149999)(6100000,6150000)	chr22	6125000	43876	0.077575
(5394167,5434105)(6150000,6199985)(6150000,6200000)	chr22	6175000	39940	0.063562
(5434106,5471467)(6200104,6249999)(6200000,6250000)	chr22	6225000	37363	0.045923
(5471468,5510637)(6250000,6299999)(6250000,6300000)	chr22	6275000	39171	0.045431
(5510638,5553853)(6300000,6349999)(6300000,6350000)	chr22	6325000	43217	0.003118
(5553854,5592924)(6350000,6399999)(6350000,6400000)	chr22	6375000	39072	0.026323
(5592925,5629146)(6400000,6449999)(6400000,6450000)	chr22	6425000	36223	0.053206
(5629147,5663206)(6450000,6498654)(6450000,6500000)	chr22	6475000	34061	0.023295
(5663207,5705371)(6500489,6549999)(6500000,6550000)	chr22	6525000	42166	0.001405
(5705372,5750392)(6550000,6599999)(6550000,6600000)	chr22	6575000	45022	0.028298
(5750393,5792379)(6600000,6649999)(6600000,6650000)	chr22	6625000	41988	0.037581
(5792380,5835799)(6650000,6699999)(6650000,6700000)	chr22	6675000	43421	0.055059
(5835800,5876484)(6700002,6749999)(6700000,6750000)	chr22	6725000	40686	0.032942
(5876485,5921943)(6750000,6799999)(6750000,6800000)	chr22	6775000	45460	0.034896
(5921944,5966832)(6800000,6849999)(6800000,6850000)	chr22	6825000	44890	0.043655
(5966833,6012096)(6850000,6899999)(6850000,6900000)	chr22	6875000	45265	0.061473
(6012097,6056610)(6900000,6949999)(6900000,6950000)	chr22	6925000	44515	0.037797
(6056611,6100529)(6950000,6999998)(6950000,7000000)	chr22	6975000	43920	0.156455
(6100530,6142718)(7000001,7049999)(7000000,7050000)	chr22	7025000	42190	0.038161
(6142719,6183394)(7050000,7099999)(7050000,7100000)	chr22	7075000	40677	0.004657
(6183395,6228706)(7100000,7149999)(7100000,7150000)	chr22	7125000	45313	0.031966
(6228707,6267118)(7150000,7199999)(7150000,7200000)	chr22	7175000	38413	0.036053
(6267119,6311113)(7200000,7249999)(7200000,7250000)	chr22	7225000	43996	0.068879
(6311114,6355855)(7250000,7299999)(7250000,7300000)	chr22	7275000	44743	0.016663
(6355856,6402220)(7300000,7349999)(7300000,7350000)	chr22	7325000	46366	0.047603
(6402221,6447765)(7350000,7399999)(7350000,7400000)	chr22	7375000	45546	0.037257
(6447766,6494906)(7400000,7449999)(7400000,7450000)	chr22	7425000	47142	0.037323
(6494907,6542368)(7450000,7499999)(7450000,7500000)	chr22	7475000	47463	0.087140
(6542369,6587851)(7500000,7549999)(7500000,7550000)	chr22	7525000	45484	0.081551
(6587852,6634289)(7550000,7599999)(7550000,7600000)	chr22	7575000	46439	0.048129
(6634290,6679806)(7600000,7649999)(7600000,7650000)	chr22	7625000	45518	0.094338
(6679807,6726016)(7650000,7699999)(7650000,7700000)	chr22	7675000	46211	0.052341
(6726017,6772420)(7700000,7749999)(7700000,7750000)	chr22	7725000	46405	0.071815
(6772421,6819731)(7750000,7799999)(7750000,7800000)	chr22	7775000	47312	0.008701
(6819732,6865362)(7800000,7849999)(7800000,7850000)	chr22	7825000	45632	0.041386
(6865363,6911140)(7850000,7899999)(7850000,7900000)	chr22	7875000	45779	0.001141
(6911141,6954986)(7900000,7949999)(7900000,7950000)	chr22	7925000	43847	0.011696
(6954987,6999136)(7950000,7999999)(7950000,8000000)	chr22	7975000	44151	0.025002
(6999137,7044908)(8000000,8049999)(8000000,8050000)	chr22	8025000	45773	0.033551
(7044909,7090353)(8050000,8099999)(8050000,8100000)	chr22	8075000	45446	0.061547
(7090354,7135987)(8100000,8149970)(8100000,8150000)	chr22	8125000	45635	0.090600
(7135988,7180538)(8150014,8199999)(8150000,8200000)	chr22	8175000	44552	0.016701
(7180539,7225562)(8200000,8249999)(8200000,8250000)	chr22	8225000	45025	0.041101
(7225563,7271234)(8250000,8299999)(8250000,8300000)	chr22	8275000	45673	0.162855
(7271235,7317501)(8300000,8349999)(8300000,8350000)	chr22	8325000	46268	0.168271
(7317502,7363284)(8350000,8399999)(8350000,8400000)	chr22	8375000	45784	0.285760
(7363285,7409471)(8400000,8449999)(8400000,8450000)	chr22	8425000	46188	0.158497
(7409472,7453377)(8450000,8499999)(8450000,8500000)	chr22	8475000	43907	0.036362
(7453378,7499602)(8500000,8549999)(8500000,8550000)	chr22	8525000	46226	0.043261
(7499603,7545930)(8550000,8599999)(8550000,8600000)	chr22	8575000	46329	0.005635
(7545931,7591596)(8600000,8649999)(8600000,8650000)	chr22	8625000	45667	0.005697
(7591597,7636759)(8650000,8699999)(8650000,8700000)	chr22	8675000	45164	0.040839
(7636760,7679179)(8700000,8749999)(8700000,8750000)	chr22	8725000	42421	0.186629
(7679180,7723851)(8750000,8799999)(8750000,8800000)	chr22	8775000	44673	0.127735
(7723852,7768561)(8800000,8849999)(8800000,8850000)	chr22	8825000	44711	0.106621
(7768562,7813986)(8850000,8899999)(8850000,8900000)	chr22	8875000	45426	0.028375
(7813987,7856967)(8900000,8947478)(8900000,8950000)	chr22	8925000	42982	0.045435
(7856968,7897391)(8951533,8999999)(8950000,9000000)	chr22	8975000	40425	0.130032
(7897392,7942775)(9000000,9049995)(9000000,9050000)	chr22	9025000	45385	0.187502
(7942776,7988971)(9050000,9099999)(9050000,9100000)	chr22	9075000	46197	0.102615
(7988972,8034549)(9100000,9149999)(9100000,9150000)	chr22	9125000	45579	0.050964
(8034550,8079770)(9150000,9199999)(9150000,9200000)	chr22	9175000	45222	0.029795
(8079771,8125240)(9200000,9249999)(9200000,9250000)	chr22	9225000	45471	0.148459
(8125241,8168870)(9250000,9299999)(9250000,9300000)	chr22	9275000	43631	0.099554
(8168871,8212339)(9300000,9349999)(9300000,9350000)	chr22	9325000	43470	0.020902
(8212340,8257312)(9350000,9399999)(9350000,9400000)	chr22	9375000	44974	0.106113
(8257313,8303611)(9400000,9449999)(9400000,9450000)	chr22	9425000	46300	0.101252
(8303612,8349726)(9450000,9499999)(9450000,9500000)	chr22	9475000	46116	0.038850
(8349727,8394168)(9500022,9549999)(9500000,9550000)	chr22	9525000	44443	0.001285
(8394169,8438479)(9550000,9599999)(9550000,9600000)	chr22	9575000	44312	0.034213
(8438480,8484619)(9600000,9649999)(9600000,9650000)	chr22	9625000	46141	0.024444
(8484620,8529160)(9650000,9699999)(9650000,9700000)	chr22	9675000	44542	0.039995
(8529161,8574085)(9700000,9749999)(9700000,9750000)	chr22	9725000	44926	0.017914
(8574086,8616377)(9750000,9799999)(9750000,9800000)	chr22	9775000	42293	0.010841
(8616378,8662334)(9800000,9849999)(9800000,9850000)	chr22	9825000	45958	0.002797
(8662335,8707800)(9850000,9899999)(9850000,9900000)	chr22	9875000	45467	0.004799
(8707801,8752622)(9900000,9949999)(9900000,9950000)	chr22	9925000	44823	0.008896
(8752623,8797609)(9950000,9999999)(9950000,10000000)	chr22	9975000	44988	0.032964
(8797610,8835712)(10000000,10049999)(10000000,10050000)	chr22	10025000	38104	0.037849
(8835713,8882190)(10050000,10099999)(10050000,10100000)	chr22	10075000	46479	0.042187
(8882191,8925687)(10100000,10149999)(10100000,10150000)	chr22	10125000	43498	0.063570
(8925688,8973447)(10150000,10199999)(10150000,10200000)	chr22	10175000	47761	0.046548
(8973448,9018515)(10200000,10249999)(10200000,10250000)	chr22	10225000	45069	0.007763
(9018516,9063143)(10250000,10299999)(10250000,10300000)	chr22	10275000	44629	0.035578
(9063144,9108089)(10300000,10349999)(10300000,10350000)	chr22	10325000	44947	0.044111
(9108090,9152180)(10350000,10399999)(10350000,10400000)	chr22	10375000	44092	0.011581
(9152181,9197513)(10400000,10449997)(10400000,10450000)	chr22	10425000	45334	0.038978
(9197514,9233821)(10450019,10495711)(10450000,10500000)	chr22	10475000	36309	0.020111
(9233822,9263572)(10504711,10549999)(10500000,10550000)	chr22	10525000	29752	0.024128
(9263573,9306715)(10550000,10599999)(10550000,10600000)	chr22	10575000	43144	0.007606
(9306716,9351603)(10600000,10649999)(10600000,10650000)	chr22	10625000	44889	0.062240
(9351604,9392824)(10650000,10699983)(10650000,10700000)	chr22	10675000	41222	0.049737
(9392825,9436469)(10700756,10749999)(10700000,10750000)	chr22	10725000	43646	0.076136
(9436470,9482119)(10750000,10799999)(10750000,10800000)	chr22	10775000	45651	0.040601
(9482120,9526285)(10800001,10849999)(10800000,10850000)	chr22	10825000	44167	0.068954
(9526286,9571118)(10850000,10899988)(10850000,10900000)	chr22	10875000	44834	0.085936
(9571119,9616989)(10900003,10949999)(10900000,10950000)	chr22	10925000	45872	0.199490
(9616990,9663319)(10950000,10999999)(10950000,11000000)	chr22	10975000	46331	0.140449
(9663320,9709464)(11000000,11049999)(11000000,11050000)	chr22	11025000	46146	0.091679
(9709465,9754171)(11050000,11099998)(11050000,11100000)	chr22	11075000	44708	0.093461
(9754172,9799687)(11100004,11149998)(11100000,11150000)	chr22	11125000	45517	0.066675
(9799688,9839727)(11150000,11199999)(11150000,11200000)	chr22	11175000	40041	0.081726
(9839728,9885377)(11200000,11249999)(11200000,11250000)	chr22	11225000	45651	0.046068
(9885378,9931149)(11250000,11299999)(11250000,11300000)	chr22	11275000	45773	0.084111
(9931150,9977122)(11300000,11349999)(11300000,11350000)	chr22	11325000	45974	0.071636
(9977123,10022121)(11350000,11399999)(11350000,11400000)	chr22	11375000	45000	0.132286
(10022122,10067913)(11400000,11449999)(11400000,11450000)	chr22	11425000	45793	0.139552
(10067914,10113871)(11450000,11499999)(11450000,11500000)	chr22	11475000	45959	0.133492
(10113872,10154421)(11500000,11547947)(11500000,11550000)	chr22	11525000	40551	0.098529
(10154422,10198025)(11551731,11599999)(11550000,11600000)	chr22	11575000	43605	0.046299
(10198026,10243790)(11600000,11649999)(11600000,11650000)	chr22	11625000	45766	0.061988
(10243791,10288642)(11650000,11699998)(11650000,11700000)	chr22	11675000	44853	0.101717
(10288643,10336332)(11700000,11749999)(11700000,11750000)	chr22	11725000	47691	0.048328
(10336333,10381500)(11750000,11799999)(11750000,11800000)	chr22	11775000	45169	0.101071
(10381501,10424649)(11800000,11849843)(11800000,11850000)	chr22	11825000	43150	0.111509
(10424650,10466290)(11850148,11899999)(11850000,11900000)	chr22	11875000	41642	0.082180
(10466291,10511750)(11900000,11949999)(11900000,11950000)	chr22	11925000	45461	0.047101
(10511751,10557682)(11950000,11999999)(11950000,12000000)	chr22	11975000	45933	0.076300
(10557683,10603165)(12000000,12049999)(12000000,12050000)	chr22	12025000	45484	0.033131
(10603166,10648772)(12050000,12099999)(12050000,12100000)	chr22	12075000	45608	0.040549
(10648773,10692946)(12100000,12149999)(12100000,12150000)	chr22	12125000	44175	0.024374
(10692947,10737283)(12150000,12199998)(12150000,12200000)	chr22	12175000	44338	0.015048
(10737284,10768764)(12200000,12249999)(12200000,12250000)	chr22	12225000	31482	0.104084
(10768765,10815615)(12250000,12299999)(12250000,12300000)	chr22	12275000	46852	0.064443
(10815616,10860806)(12300000,12349999)(12300000,12350000)	chr22	12325000	45192	0.167675
(10860807,10907358)(12350000,12399999)(12350000,12400000)	chr22	12375000	46553	0.150004
(10907359,10953019)(12400000,12449999)(12400000,12450000)	chr22	12425000	45662	0.067126
(10953020,11000330)(12450000,12499999)(12450000,12500000)	chr22	12475000	47312	0.049167
(11000331,11047048)(12500000,12549998)(12500000,12550000)	chr22	12525000	46719	0.130016
(11047049,11093083)(12550000,12599999)(12550000,12600000)	chr22	12575000	46036	0.083679
(11093084,11138307)(12600000,12649999)(12600000,12650000)	chr22	12625000	45225	0.069451
(11138308,11184559)(12650000,12699999)(12650000,12700000)	chr22	12675000	46253	0.099787
(11184560,11231228)(12700000,12749999)(12700000,12750000)	chr22	12725000	46670	0.070889
(11231229,11273095)(12750000,12799999)(12750000,12800000)	chr22	12775000	41868	0.063456
(11273096,11319553)(12800000,12849999)(12800000,12850000)	chr22	12825000	46459	0.091068
(11319554,11364026)(12850000,12899999)(12850000,12900000)	chr22	12875000	44474	0.104589
(11364027,11408272)(12900000,12949999)(12900000,12950000)	chr22	12925000	44247	0.059556
(11408273,11454558)(12950000,12999999)(12950000,13000000)	chr22	12975000	46287	0.059319
(11454559,11499278)(13000000,13049988)(13000000,13050000)	chr22	13025000	44721	0.030404
(11499279,11545352)(13050050,13099999)(13050000,13100000)	chr22	13075000	46075	0.023085
(11545353,11590100)(13100000,13149999)(13100000,13150000)	chr22	13125000	44749	0.014316
(11590101,11634475)(13150000,13199999)(13150000,13200000)	chr22	13175000	44376	0.057757
(11634476,11681442)(13200000,13249975)(13200000,13250000)	chr22	13225000	46968	0.058341
(11681443,11727422)(13250008,13299999)(13250000,13300000)	chr22	13275000	45981	0.050233
(11727423,11772569)(13300000,13349999)(13300000,13350000)	chr22	13325000	45148	0.000599
(11772570,11818941)(13350000,13399915)(13350000,13400000)	chr22	13375000	46373	-0.008755
(11818942,11865127)(13400057,13449999)(13400000,13450000)	chr22	13425000	46187	-0.001540
(11865128,11910546)(13450000,13499999)(13450000,13500000)	chr22	13475000	45420	0.017192
(11910547,11954632)(13500000,13549999)(13500000,13550000)	chr22	13525000	44087	0.019123
(11954633,11999560)(13550000,13599999)(13550000,13600000)	chr22	13575000	44929	0.105670
(11999561,12043944)(13600000,13649999)(13600000,13650000)	chr22	13625000	44385	0.049324
(12043945,12087572)(13650000,13699999)(13650000,13700000)	chr22	13675000	43629	0.031666
(12087573,12131141)(13700000,13749999)(13700000,13750000)	chr22	13725000	43570	0.035672
(12131142,12175958)(13750000,13799999)(13750000,13800000)	chr22	13775000	44818	0.033672
(12175959,12221208)(13800000,13849999)(13800000,13850000)	chr22	13825000	45251	0.064189
(12221209,12262634)(13850000,13899999)(13850000,13900000)	chr22	13875000	41427	0.048270
(12262635,12307825)(13900000,13949999)(13900000,13950000)	chr22	13925000	45192	0.029636
(12307826,12353832)(13950000,13999999)(13950000,14000000)	chr22	13975000	46008	0.025762
(12353833,12398387)(14000000,14049999)(14000000,14050000)	chr22	14025000	44556	0.039090
(12398388,12443879)(14050000,14099999)(14050000,14100000)	chr22	14075000	45493	0.077895
(12443880,12489269)(14100000,14149999)(14100000,14150000)	chr22	14125000	45391	0.072663
(12489270,12532988)(14150000,14199999)(14150000,14200000)	chr22	14175000	43720	0.134935
(12532989,12577541)(14200000,14249861)(14200000,14250000)	chr22	14225000	44554	0.117686
(12577542,12617325)(14250010,14299999)(14250000,14300000)	chr22	14275000	39785	0.175758
(12617326,12663163)(14300000,14349999)(14300000,14350000)	chr22	14325000	45839	0.179778
