region	chr	midPos	Nsites
(8838590,8888489)(9150000,9199999)(9150000,9200000)	chr17	9175000	49901	0.213189
(8888490,8938076)(9200000,9249999)(9200000,9250000)	chr17	9225000	49588	0.168932
(8938077,8987823)(9250000,9299999)(9250000,9300000)	chr17	9275000	49748	0.153100
(8987824,9036967)(9300000,9349999)(9300000,9350000)	chr17	9325000	49145	0.160492
(9036968,9086339)(9350000,9399999)(9350000,9400000)	chr17	9375000	49373	0.138581
(9086340,9135098)(9400000,9449999)(9400000,9450000)	chr17	9425000	48760	0.140653
(9135099,9184859)(9450000,9499999)(9450000,9500000)	chr17	9475000	49762	0.132236
(9184860,9233904)(9500000,9549999)(9500000,9550000)	chr17	9525000	49046	0.201174
(9233905,9283305)(9550000,9599999)(9550000,9600000)	chr17	9575000	49402	0.142673
(9283306,9332650)(9600000,9649999)(9600000,9650000)	chr17	9625000	49346	0.093483
(9332651,9380752)(9650000,9699999)(9650000,9700000)	chr17	9675000	48103	0.144320
(9380753,9430501)(9700000,9749999)(9700000,9750000)	chr17	9725000	49750	0.150232
(9430502,9473890)(9750000,9799999)(9750000,9800000)	chr17	9775000	43390	0.134280
(9473891,9523258)(9800000,9849999)(9800000,9850000)	chr17	9825000	49369	0.132187
(9523259,9572237)(9850000,9899999)(9850000,9900000)	chr17	9875000	48980	0.169646
(9572238,9621886)(9900000,9949999)(9900000,9950000)	chr17	9925000	49650	0.159643
(9621887,9671685)(9950000,9999999)(9950000,10000000)	chr17	9975000	49800	0.181146
(9671686,9721567)(10000000,10049999)(10000000,10050000)	chr17	10025000	49883	0.127229
(9721568,9770944)(10050000,10099999)(10050000,10100000)	chr17	10075000	49378	0.146893
(9770945,9818303)(10100000,10149536)(10100000,10150000)	chr17	10125000	47360	0.130811
(9818304,9864388)(10151339,10199999)(10150000,10200000)	chr17	10175000	46086	0.129434
(9864389,9914077)(10200000,10249999)(10200000,10250000)	chr17	10225000	49690	0.108076
(9914078,9961473)(10250000,10299999)(10250000,10300000)	chr17	10275000	47397	0.139901
(9961474,10010953)(10300000,10349999)(10300000,10350000)	chr17	10325000	49481	0.118749
(10010954,10059916)(10350000,10399999)(10350000,10400000)	chr17	10375000	48964	0.174506
(10059917,10108517)(10400000,10449999)(10400000,10450000)	chr17	10425000	48602	0.142524
(10108518,10154444)(10450000,10499999)(10450000,10500000)	chr17	10475000	45928	0.111393
(49476,98870)(50000,99999)(50000,100000)	chr170	75000	49396	0.082579
(98871,148687)(100000,149999)(100000,150000)	chr170	125000	49818	0.064173
(148688,198480)(150000,199999)(150000,200000)	chr170	175000	49794	0.066656
(198481,248407)(200000,249999)(200000,250000)	chr170	225000	49928	0.071569
(248408,296928)(250000,299999)(250000,300000)	chr170	275000	48522	0.062643
(296929,346318)(300000,349999)(300000,350000)	chr170	325000	49391	0.079324
(346319,396185)(350000,399999)(350000,400000)	chr170	375000	49868	0.067895
(396186,444813)(400000,449999)(400000,450000)	chr170	425000	48629	0.092350
(444814,494747)(450000,499999)(450000,500000)	chr170	475000	49935	0.072161
(494748,543341)(500000,549999)(500000,550000)	chr170	525000	48595	0.093676
(543342,592838)(550000,599998)(550000,600000)	chr170	575000	49498	0.056156
(592839,642700)(600000,649999)(600000,650000)	chr170	625000	49863	0.083890
(642701,692486)(650000,699999)(650000,700000)	chr170	675000	49787	0.083810
(692487,742011)(700000,749999)(700000,750000)	chr170	725000	49526	0.094759
(742012,791704)(750000,799999)(750000,800000)	chr170	775000	49694	0.113201
(791705,841161)(800000,849999)(800000,850000)	chr170	825000	49458	0.095231
(841162,890957)(850000,899999)(850000,900000)	chr170	875000	49797	0.097455
(890958,927548)(900000,944148)(900000,950000)	chr170	925000	36592	0.087875
(927549,975034)(951915,999999)(950000,1000000)	chr170	975000	47487	0.130080
(975035,1023847)(1000000,1049999)(1000000,1050000)	chr170	1025000	48814	0.157351
(1023848,1072878)(1050000,1099999)(1050000,1100000)	chr170	1075000	49032	0.168630
(1072879,1122644)(1100000,1149999)(1100000,1150000)	chr170	1125000	49767	0.178812
(1122645,1172301)(1150000,1199999)(1150000,1200000)	chr170	1175000	49658	0.182091
(28638,78473)(50000,99999)(50000,100000)	chr171	75000	49837	0.014259
(78474,128366)(100000,149999)(100000,150000)	chr171	125000	49894	0.017586
(128367,176639)(150000,199999)(150000,200000)	chr171	175000	48274	0.014398
(176640,226327)(200000,249999)(200000,250000)	chr171	225000	49689	-0.013565
(226328,276213)(250000,299999)(250000,300000)	chr171	275000	49887	-0.011610
(276214,326056)(300000,349999)(300000,350000)	chr171	325000	49844	0.009029
(326057,373375)(350000,399999)(350000,400000)	chr171	375000	47320	0.106897
(373376,423155)(400000,449999)(400000,450000)	chr171	425000	49781	0.168608
(423156,472975)(450000,499999)(450000,500000)	chr171	475000	49821	0.130379
(472976,522574)(500000,549999)(500000,550000)	chr171	525000	49600	0.179486
(522575,572067)(550000,599999)(550000,600000)	chr171	575000	49494	0.151611
(572068,621361)(600000,649999)(600000,650000)	chr171	625000	49295	0.203838
(621362,671075)(650000,699999)(650000,700000)	chr171	675000	49715	0.174930
(671076,720324)(700000,749999)(700000,750000)	chr171	725000	49250	0.132855
(720325,769858)(750000,799999)(750000,800000)	chr171	775000	49535	0.115917
(769859,819171)(800000,849999)(800000,850000)	chr171	825000	49314	0.127540
(819172,868646)(850000,899999)(850000,900000)	chr171	875000	49476	0.062673
(868647,917821)(900000,949999)(900000,950000)	chr171	925000	49176	0.061859
(917822,966240)(950000,999999)(950000,1000000)	chr171	975000	48420	0.169694
(966241,1011892)(1000000,1049999)(1000000,1050000)	chr171	1025000	45653	0.124599
(1011893,1060164)(1050000,1099999)(1050000,1100000)	chr171	1075000	48273	0.104925
(1060165,1109296)(1100000,1149999)(1100000,1150000)	chr171	1125000	49133	0.135910
(1109297,1158431)(1150000,1199999)(1150000,1200000)	chr171	1175000	49136	0.088601
(16480,48027)(54751,99692)(50000,100000)	chr172	75000	31549	0.106482
(48198,98022)(50000,99999)(50000,100000)	chr176	75000	49826	0.063358
(49187,98353)(50000,99999)(50000,100000)	chr177	75000	49168	0.052975
(48736,97798)(50000,99999)(50000,100000)	chr179	75000	49064	0.058000
(97799,147419)(100000,149999)(100000,150000)	chr179	125000	49622	0.036421
(147420,196254)(150000,199999)(150000,200000)	chr179	175000	48836	0.061125
(196255,243247)(200000,249999)(200000,250000)	chr179	225000	46994	0.041439
(48653,98298)(50000,99999)(50000,100000)	chr18	75000	49647	0.082359
(98299,148011)(100000,149999)(100000,150000)	chr18	125000	49714	0.097255
(148012,197917)(150000,199999)(150000,200000)	chr18	175000	49907	0.091112
(197918,242564)(200000,249999)(200000,250000)	chr18	225000	44648	0.092039
(242565,292215)(250000,299999)(250000,300000)	chr18	275000	49652	0.028800
(292216,342121)(300000,349999)(300000,350000)	chr18	325000	49907	0.043158
(342122,386812)(350000,399999)(350000,400000)	chr18	375000	44692	0.063039
(386813,436587)(400000,449999)(400000,450000)	chr18	425000	49776	0.042584
(436588,486441)(450000,499999)(450000,500000)	chr18	475000	49855	0.043162
(486442,536194)(500000,549999)(500000,550000)	chr18	525000	49754	0.044558
(536195,583666)(550000,599999)(550000,600000)	chr18	575000	47473	0.074047
(583667,630210)(600000,649999)(600000,650000)	chr18	625000	46545	0.055135
(630211,678620)(650000,699999)(650000,700000)	chr18	675000	48411	0.038173
(678621,728158)(700000,749999)(700000,750000)	chr18	725000	49539	0.077147
(728159,776615)(750000,798585)(750000,800000)	chr18	775000	48458	0.013178
(776616,825370)(800079,849999)(800000,850000)	chr18	825000	48756	-0.016164
(825371,875105)(850000,899999)(850000,900000)	chr18	875000	49736	0.032182
(875106,924225)(900000,949999)(900000,950000)	chr18	925000	49121	0.124166
(924226,972866)(950000,999999)(950000,1000000)	chr18	975000	48642	0.148774
(972867,1021762)(1000000,1049999)(1000000,1050000)	chr18	1025000	48897	0.173996
(1021763,1070556)(1050000,1099999)(1050000,1100000)	chr18	1075000	48795	0.197265
(1070557,1120183)(1100000,1149999)(1100000,1150000)	chr18	1125000	49628	0.216624
(1120184,1169840)(1150000,1199999)(1150000,1200000)	chr18	1175000	49658	0.155948
(1169841,1218931)(1200000,1249999)(1200000,1250000)	chr18	1225000	49092	0.154125
(1218932,1267469)(1250000,1299999)(1250000,1300000)	chr18	1275000	48539	0.143983
(1267470,1317164)(1300000,1349999)(1300000,1350000)	chr18	1325000	49696	0.121394
(1317165,1366012)(1350000,1399999)(1350000,1400000)	chr18	1375000	48849	0.150325
(1366013,1415768)(1400000,1449999)(1400000,1450000)	chr18	1425000	49757	0.142263
(1415769,1464397)(1450000,1499999)(1450000,1500000)	chr18	1475000	48630	0.135280
(1464398,1514109)(1500000,1549999)(1500000,1550000)	chr18	1525000	49713	0.145522
(1514110,1563634)(1550000,1599999)(1550000,1600000)	chr18	1575000	49526	0.145947
(1563635,1611175)(1600000,1649999)(1600000,1650000)	chr18	1625000	47542	0.107612
(1611176,1660979)(1650000,1699999)(1650000,1700000)	chr18	1675000	49805	0.169079
(1660980,1710568)(1700000,1749999)(1700000,1750000)	chr18	1725000	49590	0.199581
(1710569,1760183)(1750000,1799999)(1750000,1800000)	chr18	1775000	49616	0.235685
(1760184,1809956)(1800000,1849999)(1800000,1850000)	chr18	1825000	49774	0.181189
(1809957,1859489)(1850000,1899999)(1850000,1900000)	chr18	1875000	49534	0.140813
(1859490,1908866)(1900000,1949999)(1900000,1950000)	chr18	1925000	49378	0.145670
(1908867,1958354)(1950000,1999999)(1950000,2000000)	chr18	1975000	49489	0.145610
(1958355,2007913)(2000000,2049999)(2000000,2050000)	chr18	2025000	49560	0.159820
(2007914,2056994)(2050000,2099999)(2050000,2100000)	chr18	2075000	49082	0.139048
(2056995,2106579)(2100000,2149999)(2100000,2150000)	chr18	2125000	49586	0.102440
(2106580,2154556)(2150000,2199999)(2150000,2200000)	chr18	2175000	47978	0.106750
(2154557,2203653)(2200000,2249999)(2200000,2250000)	chr18	2225000	49098	0.105338
(2203654,2253497)(2250000,2299999)(2250000,2300000)	chr18	2275000	49845	0.116839
(2253498,2303280)(2300000,2349999)(2300000,2350000)	chr18	2325000	49784	0.122191
(2303281,2352755)(2350000,2399999)(2350000,2400000)	chr18	2375000	49476	0.111426
(2352756,2402395)(2400000,2449999)(2400000,2450000)	chr18	2425000	49641	0.151005
(2402396,2447900)(2450000,2499999)(2450000,2500000)	chr18	2475000	45506	0.082928
(2447901,2490800)(2500000,2549999)(2500000,2550000)	chr18	2525000	42901	0.046903
(2490801,2540435)(2550000,2599999)(2550000,2600000)	chr18	2575000	49636	0.079045
(2540436,2587516)(2600000,2649999)(2600000,2650000)	chr18	2625000	47082	0.152740
(2587517,2637339)(2650000,2699999)(2650000,2700000)	chr18	2675000	49824	0.133423
(2637340,2687022)(2700000,2749999)(2700000,2750000)	chr18	2725000	49684	0.227898
(2687023,2736573)(2750000,2799999)(2750000,2800000)	chr18	2775000	49552	0.135255
(2736574,2785696)(2800000,2849999)(2800000,2850000)	chr18	2825000	49124	0.149063
(2785697,2834710)(2850000,2899999)(2850000,2900000)	chr18	2875000	49015	0.139004
(2834711,2882936)(2900000,2949999)(2900000,2950000)	chr18	2925000	48227	0.166449
(2882937,2932700)(2950000,2999999)(2950000,3000000)	chr18	2975000	49765	0.172047
(2932701,2978630)(3000000,3049999)(3000000,3050000)	chr18	3025000	45931	0.146905
(2978631,3028225)(3050000,3099999)(3050000,3100000)	chr18	3075000	49596	0.184354
(3028226,3076720)(3100000,3149999)(3100000,3150000)	chr18	3125000	48496	0.169578
(3076721,3124736)(3150000,3199431)(3150000,3200000)	chr18	3175000	48017	0.160334
(3124737,3170228)(3203437,3249999)(3200000,3250000)	chr18	3225000	45493	0.177300
(3170229,3219601)(3250000,3299999)(3250000,3300000)	chr18	3275000	49374	0.192716
(3219602,3268335)(3300000,3349999)(3300000,3350000)	chr18	3325000	48735	0.156129
(3268336,3317261)(3350000,3399999)(3350000,3400000)	chr18	3375000	48927	0.148786
(3317262,3366965)(3400000,3449999)(3400000,3450000)	chr18	3425000	49705	0.151424
(3366966,3416522)(3450000,3499999)(3450000,3500000)	chr18	3475000	49558	0.124051
(3416523,3465983)(3500000,3549999)(3500000,3550000)	chr18	3525000	49462	0.135493
(3465984,3515552)(3550000,3599999)(3550000,3600000)	chr18	3575000	49570	0.095171
(3515553,3565071)(3600000,3649999)(3600000,3650000)	chr18	3625000	49520	0.122449
(3565072,3614234)(3650000,3699999)(3650000,3700000)	chr18	3675000	49164	0.053774
(3614235,3662806)(3700000,3749999)(3700000,3750000)	chr18	3725000	48573	0.101752
(3662807,3711973)(3750000,3799999)(3750000,3800000)	chr18	3775000	49168	0.093386
(3711974,3754267)(3800000,3849999)(3800000,3850000)	chr18	3825000	42295	0.104661
(3754268,3804062)(3850000,3899999)(3850000,3900000)	chr18	3875000	49796	0.151089
(3804063,3848182)(3900000,3949999)(3900000,3950000)	chr18	3925000	44121	0.129864
(3848183,3898039)(3950000,3999999)(3950000,4000000)	chr18	3975000	49858	0.094721
(3898040,3947817)(4000000,4049999)(4000000,4050000)	chr18	4025000	49779	0.054569
(3947818,3995017)(4050000,4099999)(4050000,4100000)	chr18	4075000	47201	0.036699
(3995018,4044886)(4100000,4149999)(4100000,4150000)	chr18	4125000	49870	0.032255
(4044887,4094476)(4150000,4199999)(4150000,4200000)	chr18	4175000	49591	0.052182
(4094477,4144253)(4200000,4249999)(4200000,4250000)	chr18	4225000	49778	0.070887
(4144254,4186111)(4250000,4299999)(4250000,4300000)	chr18	4275000	41859	0.033347
(4186112,4235715)(4300000,4349999)(4300000,4350000)	chr18	4325000	49605	0.027883
(4235716,4285519)(4350000,4399999)(4350000,4400000)	chr18	4375000	49805	0.020461
(4285520,4330020)(4400000,4449999)(4400000,4450000)	chr18	4425000	44502	-0.012602
(4330021,4379249)(4450000,4499999)(4450000,4500000)	chr18	4475000	49230	0.021642
(4379250,4428858)(4500000,4549999)(4500000,4550000)	chr18	4525000	49610	0.008961
(4428859,4477498)(4550000,4599999)(4550000,4600000)	chr18	4575000	48641	0.185047
(4477499,4526789)(4600000,4649999)(4600000,4650000)	chr18	4625000	49292	0.110961
(4526790,4573310)(4650000,4699999)(4650000,4700000)	chr18	4675000	46522	0.160295
(4573311,4622671)(4700000,4749999)(4700000,4750000)	chr18	4725000	49362	0.147294
(4622672,4672531)(4750000,4799999)(4750000,4800000)	chr18	4775000	49861	0.166737
(4672532,4722281)(4800000,4849999)(4800000,4850000)	chr18	4825000	49751	0.185001
(4722282,4771825)(4850000,4899999)(4850000,4900000)	chr18	4875000	49545	0.160378
(4771826,4821619)(4900000,4949999)(4900000,4950000)	chr18	4925000	49795	0.104923
(4821620,4871199)(4950000,4999999)(4950000,5000000)	chr18	4975000	49581	0.100824
(4871200,4920850)(5000000,5049999)(5000000,5050000)	chr18	5025000	49652	0.129366
(4920851,4969901)(5050000,5099999)(5050000,5100000)	chr18	5075000	49052	0.125129
(4969902,5019636)(5100000,5149999)(5100000,5150000)	chr18	5125000	49736	0.117440
(5019637,5062750)(5150000,5199999)(5150000,5200000)	chr18	5175000	43115	0.120407
(5062751,5112290)(5200000,5249999)(5200000,5250000)	chr18	5225000	49541	0.139990
(5112291,5160865)(5250000,5299999)(5250000,5300000)	chr18	5275000	48576	0.104370
(5160866,5207442)(5300000,5347399)(5300000,5350000)	chr18	5325000	46578	0.107491
(5207443,5251154)(5351008,5399999)(5350000,5400000)	chr18	5375000	43713	0.082936
(5251155,5300214)(5400000,5449999)(5400000,5450000)	chr18	5425000	49061	0.122815
(5300215,5349916)(5450000,5499999)(5450000,5500000)	chr18	5475000	49703	0.089194
(5349917,5396591)(5500000,5549999)(5500000,5550000)	chr18	5525000	46676	0.085434
(5396592,5445894)(5550000,5599999)(5550000,5600000)	chr18	5575000	49304	0.092436
(5445895,5495308)(5600000,5649999)(5600000,5650000)	chr18	5625000	49415	0.063366
(5495309,5544730)(5650000,5699999)(5650000,5700000)	chr18	5675000	49423	0.081471
(5544731,5592649)(5700000,5749999)(5700000,5750000)	chr18	5725000	47920	0.055319
(5592650,5641989)(5750000,5799999)(5750000,5800000)	chr18	5775000	49341	0.125437
(5641990,5691629)(5800000,5849999)(5800000,5850000)	chr18	5825000	49641	0.079809
(5691630,5740135)(5850000,5899999)(5850000,5900000)	chr18	5875000	48507	0.145210
(5740136,5789269)(5900000,5949999)(5900000,5950000)	chr18	5925000	49135	0.137935
(5789270,5839008)(5950000,5999999)(5950000,6000000)	chr18	5975000	49740	0.073521
(5839009,5888547)(6000000,6049998)(6000000,6050000)	chr18	6025000	49540	0.147871
(5888548,5937250)(6050022,6099999)(6050000,6100000)	chr18	6075000	48704	0.106775
(5937251,5985717)(6100000,6149999)(6100000,6150000)	chr18	6125000	48468	0.232040
(5985718,6034410)(6150000,6199999)(6150000,6200000)	chr18	6175000	48694	0.129637
(6034411,6083145)(6200000,6249999)(6200000,6250000)	chr18	6225000	48736	0.191274
(6083146,6131356)(6250000,6299999)(6250000,6300000)	chr18	6275000	48212	0.315583
(6131357,6179785)(6300000,6349999)(6300000,6350000)	chr18	6325000	48430	0.210282
(6179786,6223096)(6350000,6399999)(6350000,6400000)	chr18	6375000	43312	0.089821
(6223097,6269162)(6400000,6449999)(6400000,6450000)	chr18	6425000	46067	0.081260
(6269163,6318698)(6450000,6499999)(6450000,6500000)	chr18	6475000	49537	0.077139
(6318699,6368637)(6500000,6549999)(6500000,6550000)	chr18	6525000	49940	0.097856
(6368638,6415818)(6550000,6599999)(6550000,6600000)	chr18	6575000	47182	0.067047
(6415819,6465530)(6600000,6649999)(6600000,6650000)	chr18	6625000	49713	0.084763
(6465531,6515084)(6650000,6699999)(6650000,6700000)	chr18	6675000	49555	0.053251
(6515085,6564560)(6700000,6749999)(6700000,6750000)	chr18	6725000	49477	0.038117
(6564561,6613680)(6750000,6799999)(6750000,6800000)	chr18	6775000	49121	0.022581
(6613681,6663538)(6800000,6849999)(6800000,6850000)	chr18	6825000	49859	0.028953
(6663539,6713335)(6850000,6899999)(6850000,6900000)	chr18	6875000	49798	0.038961
(49457,99077)(50000,99999)(50000,100000)	chr181	75000	49622	0.086085
(99078,148352)(100000,149999)(100000,150000)	chr181	125000	49276	0.075435
(49469,99205)(50000,99999)(50000,100000)	chr182	75000	49738	0.097718
(99206,148254)(100000,149999)(100000,150000)	chr182	125000	49050	0.055798
(148255,197208)(150000,199999)(150000,200000)	chr182	175000	48955	0.068574
(49443,99164)(50000,99999)(50000,100000)	chr183	75000	49723	0.037312
(49709,98994)(50000,99999)(50000,100000)	chr184	75000	49287	0.060613
(49598,99296)(50000,99999)(50000,100000)	chr185	75000	49700	0.094460
(48896,97792)(50000,99901)(50000,100000)	chr186	75000	48898	0.002579
(45770,95157)(50000,99999)(50000,100000)	chr19	75000	49389	0.022918
(95158,144686)(100000,149999)(100000,150000)	chr19	125000	49530	0.031741
(144687,193112)(150000,199999)(150000,200000)	chr19	175000	48427	0.027524
(193113,242695)(200000,249999)(200000,250000)	chr19	225000	49584	0.008889
(242696,292602)(250000,299999)(250000,300000)	chr19	275000	49908	0.007333
(292603,341787)(300000,349999)(300000,350000)	chr19	325000	49186	0.010746
(341788,365753)(350000,374120)(350000,400000)	chr19	375000	23967	0.050296
(365754,401438)(412991,449999)(400000,450000)	chr19	425000	35686	0.017671
(401439,450392)(450000,499999)(450000,500000)	chr19	475000	48955	0.052248
(450393,500331)(500000,549999)(500000,550000)	chr19	525000	49940	-0.008099
(500332,549633)(550000,599999)(550000,600000)	chr19	575000	49303	0.028092
(549634,599143)(600000,649999)(600000,650000)	chr19	625000	49511	0.030038
(599144,648965)(650000,699999)(650000,700000)	chr19	675000	49823	0.063937
(648966,698794)(700000,749999)(700000,750000)	chr19	725000	49830	0.002078
(698795,746207)(750000,799999)(750000,800000)	chr19	775000	47414	0.009684
(746208,795916)(800000,849999)(800000,850000)	chr19	825000	49710	0.009501
(795917,845411)(850000,899999)(850000,900000)	chr19	875000	49496	-0.006886
(845412,892671)(900000,949999)(900000,950000)	chr19	925000	47261	0.023117
(892672,942277)(950000,999999)(950000,1000000)	chr19	975000	49607	-0.000020
(942278,991880)(1000000,1049999)(1000000,1050000)	chr19	1025000	49604	0.014181
(991881,1041576)(1050000,1099999)(1050000,1100000)	chr19	1075000	49697	-0.005073
(1041577,1091396)(1100000,1149999)(1100000,1150000)	chr19	1125000	49821	0.001952
(1091397,1135091)(1150000,1199999)(1150000,1200000)	chr19	1175000	43696	-0.006259
(1135092,1184663)(1200000,1249999)(1200000,1250000)	chr19	1225000	49573	0.009361
(1184664,1234105)(1250000,1299999)(1250000,1300000)	chr19	1275000	49443	0.016009
(1234106,1283846)(1300000,1349999)(1300000,1350000)	chr19	1325000	49742	0.016899
(1283847,1333551)(1350000,1399999)(1350000,1400000)	chr19	1375000	49706	0.018376
(1333552,1380985)(1400000,1447805)(1400000,1450000)	chr19	1425000	47435	0.014268
(1380986,1427052)(1453673,1499999)(1450000,1500000)	chr19	1475000	46068	0.069106
(1427053,1471605)(1500000,1549999)(1500000,1550000)	chr19	1525000	44554	0.017209
(1471606,1519812)(1550000,1599999)(1550000,1600000)	chr19	1575000	48208	0.000590
(1519813,1569113)(1600000,1649999)(1600000,1650000)	chr19	1625000	49302	-0.009816
(1569114,1618772)(1650000,1699999)(1650000,1700000)	chr19	1675000	49660	0.002238
(1618773,1667252)(1700000,1749999)(1700000,1750000)	chr19	1725000	48481	0.020209
(1667253,1716417)(1750000,1799999)(1750000,1800000)	chr19	1775000	49166	-0.013223
(1716418,1766108)(1800000,1849999)(1800000,1850000)	chr19	1825000	49692	0.008785
(1766109,1815538)(1850000,1899999)(1850000,1900000)	chr19	1875000	49431	0.008225
(1815539,1864968)(1900000,1949999)(1900000,1950000)	chr19	1925000	49431	0.000667
(1864969,1914553)(1950000,1999999)(1950000,2000000)	chr19	1975000	49586	0.013293
(1914554,1964192)(2000000,2049999)(2000000,2050000)	chr19	2025000	49640	-0.001266
(1964193,2013437)(2050000,2099999)(2050000,2100000)	chr19	2075000	49246	-0.007164
(2013438,2062540)(2100000,2149999)(2100000,2150000)	chr19	2125000	49104	-0.004929
(2062541,2111964)(2150000,2199999)(2150000,2200000)	chr19	2175000	49425	-0.020436
(2111965,2160097)(2200000,2249999)(2200000,2250000)	chr19	2225000	48134	-0.006727
(2160098,2209097)(2250000,2299999)(2250000,2300000)	chr19	2275000	49001	-0.000775
(2209098,2258291)(2300000,2349999)(2300000,2350000)	chr19	2325000	49195	-0.008022
(2258292,2307649)(2350000,2399999)(2350000,2400000)	chr19	2375000	49359	-0.009354
(2307650,2357263)(2400000,2449999)(2400000,2450000)	chr19	2425000	49615	-0.004544
(2357264,2406695)(2450000,2499999)(2450000,2500000)	chr19	2475000	49433	0.010249
(2406696,2455746)(2500000,2549999)(2500000,2550000)	chr19	2525000	49052	0.009961
(2455747,2504900)(2550000,2599999)(2550000,2600000)	chr19	2575000	49155	0.030499
(2504901,2554314)(2600000,2649999)(2600000,2650000)	chr19	2625000	49415	0.085580
(2554315,2599637)(2650000,2699999)(2650000,2700000)	chr19	2675000	45324	0.069423
(2599638,2648882)(2700000,2749999)(2700000,2750000)	chr19	2725000	49246	0.023607
(2648883,2698575)(2750000,2799999)(2750000,2800000)	chr19	2775000	49694	0.045092
(2698576,2748281)(2800000,2849999)(2800000,2850000)	chr19	2825000	49707	0.018091
(2748282,2797750)(2850000,2899999)(2850000,2900000)	chr19	2875000	49470	0.032970
(2797751,2847397)(2900000,2949999)(2900000,2950000)	chr19	2925000	49648	0.035143
(2847398,2893107)(2950000,2999999)(2950000,3000000)	chr19	2975000	45711	0.016131
(2893108,2939691)(3000000,3049999)(3000000,3050000)	chr19	3025000	46585	0.005209
(2939692,2989429)(3050000,3099999)(3050000,3100000)	chr19	3075000	49739	0.033782
(2989430,3039225)(3100000,3149999)(3100000,3150000)	chr19	3125000	49797	0.037585
(3039226,3088642)(3150000,3199999)(3150000,3200000)	chr19	3175000	49418	0.030403
(3088643,3138355)(3200000,3249999)(3200000,3250000)	chr19	3225000	49714	0.036550
(3138356,3186506)(3250000,3299999)(3250000,3300000)	chr19	3275000	48152	0.092589
(3186507,3235554)(3300000,3349999)(3300000,3350000)	chr19	3325000	49049	0.065555
(3235555,3285086)(3350000,3399999)(3350000,3400000)	chr19	3375000	49533	0.091529
(3285087,3334806)(3400000,3449999)(3400000,3450000)	chr19	3425000	49721	0.075652
(3334807,3384448)(3450000,3499999)(3450000,3500000)	chr19	3475000	49643	0.086364
(3384449,3433435)(3500000,3549999)(3500000,3550000)	chr19	3525000	48988	0.071934
(3433436,3483052)(3550000,3599999)(3550000,3600000)	chr19	3575000	49618	0.063980
(3483053,3532930)(3600000,3649999)(3600000,3650000)	chr19	3625000	49879	0.087593
(3532931,3582673)(3650000,3699999)(3650000,3700000)	chr19	3675000	49744	0.077584
(3582674,3632427)(3700000,3749999)(3700000,3750000)	chr19	3725000	49755	0.111545
(3632428,3682173)(3750000,3799999)(3750000,3800000)	chr19	3775000	49747	0.063807
(3682174,3729865)(3800000,3849999)(3800000,3850000)	chr19	3825000	47693	0.051465
(3729866,3777920)(3850000,3899999)(3850000,3900000)	chr19	3875000	48056	0.069967
(3777921,3827232)(3900000,3949999)(3900000,3950000)	chr19	3925000	49313	0.090814
(3827233,3876807)(3950000,3999999)(3950000,4000000)	chr19	3975000	49576	0.169102
(3876808,3925080)(4000000,4049999)(4000000,4050000)	chr19	4025000	48274	0.135272
(3925081,3975028)(4050000,4099999)(4050000,4100000)	chr19	4075000	49949	0.028738
(3975029,4023260)(4100000,4149999)(4100000,4150000)	chr19	4125000	48233	-0.008942
(4023261,4072961)(4150000,4199999)(4150000,4200000)	chr19	4175000	49702	0.003607
(4072962,4122724)(4200000,4249999)(4200000,4250000)	chr19	4225000	49764	0.011891
(4122725,4172595)(4250000,4299999)(4250000,4300000)	chr19	4275000	49872	0.004111
(4172596,4221741)(4300000,4349999)(4300000,4350000)	chr19	4325000	49147	0.045306
(4221742,4270641)(4350000,4399999)(4350000,4400000)	chr19	4375000	48901	0.051324
(4270642,4319870)(4400000,4449999)(4400000,4450000)	chr19	4425000	49230	0.004907
(4319871,4368841)(4450000,4499999)(4450000,4500000)	chr19	4475000	48972	0.001075
(4368842,4418198)(4500000,4549999)(4500000,4550000)	chr19	4525000	49358	0.030392
(4418199,4466457)(4550000,4599999)(4550000,4600000)	chr19	4575000	48260	0.027060
(4466458,4516125)(4600000,4649999)(4600000,4650000)	chr19	4625000	49669	0.062822
(4516126,4564398)(4650000,4699999)(4650000,4700000)	chr19	4675000	48274	0.052170
(4564399,4613751)(4700000,4749999)(4700000,4750000)	chr19	4725000	49354	0.037602
(4613752,4663507)(4750000,4799999)(4750000,4800000)	chr19	4775000	49757	-0.004946
(4663508,4713312)(4800000,4849999)(4800000,4850000)	chr19	4825000	49806	0.002578
(4713313,4762513)(4850000,4899999)(4850000,4900000)	chr19	4875000	49202	0.031909
(4762514,4811435)(4900000,4949999)(4900000,4950000)	chr19	4925000	48923	0.026791
(4811436,4860322)(4950000,4999999)(4950000,5000000)	chr19	4975000	48888	0.066444
(4860323,4897226)(5000000,5049999)(5000000,5050000)	chr19	5025000	36905	0.129939
(4897227,4941075)(5050000,5099999)(5050000,5100000)	chr19	5075000	43850	0.111692
(4941076,4990130)(5100000,5149999)(5100000,5150000)	chr19	5125000	49056	0.105854
(4990131,5039203)(5150000,5199999)(5150000,5200000)	chr19	5175000	49074	0.072892
(5039204,5088429)(5200000,5249999)(5200000,5250000)	chr19	5225000	49227	0.059513
(5088430,5137807)(5250000,5299999)(5250000,5300000)	chr19	5275000	49379	0.102511
(5137808,5185567)(5300000,5349999)(5300000,5350000)	chr19	5325000	47761	0.090452
