region	chr	midPos	Nsites
(56627740,56673146)(66750000,66799999)(66750000,66800000)	chr1	66775000	45408	0.038626
(56673147,56718957)(66800000,66849999)(66800000,66850000)	chr1	66825000	45812	0.132123
(56718958,56764459)(66850000,66899999)(66850000,66900000)	chr1	66875000	45503	0.187105
(56764460,56808482)(66900000,66949765)(66900000,66950000)	chr1	66925000	44024	0.213331
(56808483,56851476)(66950078,66999999)(66950000,67000000)	chr1	66975000	42995	0.148255
(56851477,56896068)(67000000,67049999)(67000000,67050000)	chr1	67025000	44593	0.148546
(56896069,56936484)(67050000,67099999)(67050000,67100000)	chr1	67075000	40417	0.134096
(56936485,56979572)(67100000,67149999)(67100000,67150000)	chr1	67125000	43089	0.140829
(56979573,57023838)(67150000,67199999)(67150000,67200000)	chr1	67175000	44267	0.144252
(57023839,57067776)(67200000,67249999)(67200000,67250000)	chr1	67225000	43939	0.050835
(57067777,57113235)(67250000,67299999)(67250000,67300000)	chr1	67275000	45460	0.129524
(57113236,57157078)(67300000,67349995)(67300000,67350000)	chr1	67325000	43844	0.085453
(57157079,57199987)(67350013,67399999)(67350000,67400000)	chr1	67375000	42910	0.051566
(57199988,57238306)(67400000,67449999)(67400000,67450000)	chr1	67425000	38320	0.063968
(57238307,57281412)(67450000,67499999)(67450000,67500000)	chr1	67475000	43107	0.072631
(57281413,57326731)(67500000,67549999)(67500000,67550000)	chr1	67525000	45320	0.078105
(57326732,57372526)(67550000,67599999)(67550000,67600000)	chr1	67575000	45796	0.080394
(57372527,57413704)(67600000,67649999)(67600000,67650000)	chr1	67625000	41179	0.083260
(57413705,57459719)(67650000,67699999)(67650000,67700000)	chr1	67675000	46016	0.058088
(57459720,57500861)(67700000,67749999)(67700000,67750000)	chr1	67725000	41143	0.093842
(57500862,57543920)(67750000,67799999)(67750000,67800000)	chr1	67775000	43060	0.110965
(57543921,57586934)(67800000,67849999)(67800000,67850000)	chr1	67825000	43015	0.051071
(57586935,57631581)(67850000,67899999)(67850000,67900000)	chr1	67875000	44648	0.067474
(57631582,57677262)(67900000,67949999)(67900000,67950000)	chr1	67925000	45682	0.104729
(57677263,57721222)(67950000,67999210)(67950000,68000000)	chr1	67975000	43961	0.085486
(57721223,57765915)(68000715,68049999)(68000000,68050000)	chr1	68025000	44694	0.168722
(57765916,57809317)(68050000,68099999)(68050000,68100000)	chr1	68075000	43403	0.133815
(57809318,57854184)(68100000,68149999)(68100000,68150000)	chr1	68125000	44868	0.145071
(57854185,57897629)(68150000,68199999)(68150000,68200000)	chr1	68175000	43446	0.091836
(57897630,57941106)(68200000,68249999)(68200000,68250000)	chr1	68225000	43478	0.146066
(57941107,57986020)(68250000,68299999)(68250000,68300000)	chr1	68275000	44915	0.139110
(57986021,58029475)(68300000,68349999)(68300000,68350000)	chr1	68325000	43456	0.114154
(58029476,58072554)(68350000,68399999)(68350000,68400000)	chr1	68375000	43080	0.141986
(58072555,58117522)(68400000,68449999)(68400000,68450000)	chr1	68425000	44969	0.053018
(58117523,58163240)(68450000,68499999)(68450000,68500000)	chr1	68475000	45719	0.074911
(58163241,58207247)(68500000,68549999)(68500000,68550000)	chr1	68525000	44008	0.126929
(58207248,58253907)(68550000,68599999)(68550000,68600000)	chr1	68575000	46661	0.196612
(58253908,58298743)(68600000,68649999)(68600000,68650000)	chr1	68625000	44837	0.210176
(58298744,58343633)(68650000,68699999)(68650000,68700000)	chr1	68675000	44891	0.207542
(58343634,58387961)(68700000,68749999)(68700000,68750000)	chr1	68725000	44329	0.136264
(58387962,58430142)(68750000,68799999)(68750000,68800000)	chr1	68775000	42182	0.095051
(58430143,58472686)(68800000,68849999)(68800000,68850000)	chr1	68825000	42545	0.090996
(58472687,58517457)(68850000,68899999)(68850000,68900000)	chr1	68875000	44772	0.128205
(58517458,58562809)(68900000,68949999)(68900000,68950000)	chr1	68925000	45353	0.074636
(58562810,58607169)(68950000,68999999)(68950000,69000000)	chr1	68975000	44361	0.035980
(58607170,58647538)(69000000,69049999)(69000000,69050000)	chr1	69025000	40370	0.060082
(58647539,58691778)(69050000,69099869)(69050000,69100000)	chr1	69075000	44241	0.067136
(58691779,58737428)(69100344,69149999)(69100000,69150000)	chr1	69125000	45651	0.068303
(58737429,58782894)(69150000,69199999)(69150000,69200000)	chr1	69175000	45467	0.085319
(58782895,58827861)(69200000,69249975)(69200000,69250000)	chr1	69225000	44968	0.075415
(58827862,58872526)(69250000,69299999)(69250000,69300000)	chr1	69275000	44666	0.054042
(58872527,58917002)(69300000,69349999)(69300000,69350000)	chr1	69325000	44477	0.041239
(58917003,58961109)(69350000,69399999)(69350000,69400000)	chr1	69375000	44108	0.078182
(58961110,59002957)(69400000,69449994)(69400000,69450000)	chr1	69425000	41849	0.158467
(59002958,59046475)(69450004,69499999)(69450000,69500000)	chr1	69475000	43519	0.063867
(59046476,59090571)(69500000,69549999)(69500000,69550000)	chr1	69525000	44097	0.081412
(59090572,59128834)(69550000,69599975)(69550000,69600000)	chr1	69575000	38264	0.061735
(59128835,59172251)(69600003,69649999)(69600000,69650000)	chr1	69625000	43418	0.098476
(59172252,59217477)(69650000,69699999)(69650000,69700000)	chr1	69675000	45227	0.031887
(59217478,59261124)(69700000,69749999)(69700000,69750000)	chr1	69725000	43648	0.026247
(59261125,59303196)(69750000,69799999)(69750000,69800000)	chr1	69775000	42073	0.072085
(59303197,59347030)(69800000,69849999)(69800000,69850000)	chr1	69825000	43835	0.058636
(59347031,59392076)(69850000,69899999)(69850000,69900000)	chr1	69875000	45047	0.058835
(59392077,59435115)(69900000,69949999)(69900000,69950000)	chr1	69925000	43040	0.036797
(59435116,59478108)(69950000,69999999)(69950000,70000000)	chr1	69975000	42994	0.047693
(59478109,59523460)(70000005,70049999)(70000000,70050000)	chr1	70025000	45353	0.034847
(59523461,59563131)(70050000,70099998)(70050000,70100000)	chr1	70075000	39672	0.048221
(59563132,59604800)(70100000,70149999)(70100000,70150000)	chr1	70125000	41670	0.048475
(59604801,59646009)(70150000,70199999)(70150000,70200000)	chr1	70175000	41210	0.055657
(59646010,59690520)(70200000,70249999)(70200000,70250000)	chr1	70225000	44512	0.019982
(59690521,59735220)(70250000,70299999)(70250000,70300000)	chr1	70275000	44701	0.021822
(59735221,59777364)(70300000,70349999)(70300000,70350000)	chr1	70325000	42145	0.038133
(59777365,59820795)(70350000,70399999)(70350000,70400000)	chr1	70375000	43432	0.031161
(59820796,59863478)(70400000,70449999)(70400000,70450000)	chr1	70425000	42684	0.066641
(59863479,59906215)(70450000,70499865)(70450000,70500000)	chr1	70475000	42738	0.090676
(59906216,59950176)(70500193,70549999)(70500000,70550000)	chr1	70525000	43962	0.060284
(59950177,59992542)(70550000,70599999)(70550000,70600000)	chr1	70575000	42367	0.054230
(59992543,60035452)(70600000,70649661)(70600000,70650000)	chr1	70625000	42911	0.038771
(60035453,60075738)(70650159,70699999)(70650000,70700000)	chr1	70675000	40287	0.024606
(60075739,60119977)(70700000,70749950)(70700000,70750000)	chr1	70725000	44240	0.044207
(60119978,60158749)(70750030,70799999)(70750000,70800000)	chr1	70775000	38773	0.071267
(60158750,60202374)(70800000,70849999)(70800000,70850000)	chr1	70825000	43626	0.052726
(26968,48621)(50773,99932)(50000,100000)	chr10	75000	21655	0.106691
(48622,63446)(100434,149460)(100000,150000)	chr10	125000	14826	0.113982
(63447,72669)(150974,199998)(150000,200000)	chr10	175000	9224	0.140866
(72670,90489)(200000,247502)(200000,250000)	chr10	225000	17821	0.104571
(90490,109254)(252407,299999)(250000,300000)	chr10	275000	18766	0.089684
(109255,136269)(300000,349999)(300000,350000)	chr10	325000	27016	0.078102
(136270,171751)(350000,399998)(350000,400000)	chr10	375000	35483	0.098249
(171752,212550)(400000,449999)(400000,450000)	chr10	425000	40800	0.076261
(212551,253410)(450000,499961)(450000,500000)	chr10	475000	40861	0.087044
(253411,275302)(500277,549999)(500000,550000)	chr10	525000	21893	0.082738
(275303,295999)(550000,599999)(550000,600000)	chr10	575000	20698	0.080343
(296000,327442)(600000,649999)(600000,650000)	chr10	625000	31444	0.083094
(327443,368625)(650000,699999)(650000,700000)	chr10	675000	41184	0.087071
(368626,400932)(700000,749939)(700000,750000)	chr10	725000	32308	0.126229
(400933,444804)(750021,799999)(750000,800000)	chr10	775000	43873	0.110655
(444805,485338)(800000,849999)(800000,850000)	chr10	825000	40535	0.108878
(485339,523969)(850000,899999)(850000,900000)	chr10	875000	38632	0.108265
(523970,564021)(900000,949980)(900000,950000)	chr10	925000	40053	0.122306
(564022,596636)(950399,999998)(950000,1000000)	chr10	975000	32616	0.093350
(596637,638830)(1000007,1049999)(1000000,1050000)	chr10	1025000	42195	0.088315
(638831,678431)(1050000,1099999)(1050000,1100000)	chr10	1075000	39602	0.108103
(678432,716479)(1100000,1149999)(1100000,1150000)	chr10	1125000	38049	0.113192
(716480,732077)(1150000,1196730)(1150000,1200000)	chr10	1175000	15599	0.139550
(732078,735116)(1200873,1249969)(1200000,1250000)	chr10	1225000	3040	0.124070
(735117,737659)(1250034,1299181)(1250000,1300000)	chr10	1275000	2544	0.090578
(737660,757724)(1301648,1349999)(1300000,1350000)	chr10	1325000	20066	0.132774
(757725,791226)(1350004,1399999)(1350000,1400000)	chr10	1375000	33503	0.119058
(791227,829312)(1400000,1449999)(1400000,1450000)	chr10	1425000	38087	0.120552
(829313,870670)(1450000,1499999)(1450000,1500000)	chr10	1475000	41359	0.098553
(870671,911690)(1500000,1549999)(1500000,1550000)	chr10	1525000	41021	0.136735
(911691,955253)(1550000,1599983)(1550000,1600000)	chr10	1575000	43564	0.100405
(955254,989717)(1600028,1649999)(1600000,1650000)	chr10	1625000	34465	0.090877
(989718,1026335)(1650000,1699999)(1650000,1700000)	chr10	1675000	36619	0.158899
(1026336,1067584)(1700000,1749999)(1700000,1750000)	chr10	1725000	41250	0.160594
(1067585,1101800)(1750000,1799998)(1750000,1800000)	chr10	1775000	34217	0.086082
(1101801,1138217)(1800000,1849999)(1800000,1850000)	chr10	1825000	36418	0.105706
(1138218,1177462)(1850000,1899999)(1850000,1900000)	chr10	1875000	39246	0.078996
(1177463,1216853)(1900000,1949999)(1900000,1950000)	chr10	1925000	39392	0.093762
(1216854,1258869)(1950000,1999999)(1950000,2000000)	chr10	1975000	42017	0.103297
(1258870,1297948)(2000000,2049999)(2000000,2050000)	chr10	2025000	39080	0.151588
(1297949,1332857)(2050000,2099999)(2050000,2100000)	chr10	2075000	34910	0.083021
(1332858,1373817)(2100000,2149999)(2100000,2150000)	chr10	2125000	40961	0.111913
(1373818,1417077)(2150000,2199998)(2150000,2200000)	chr10	2175000	43261	0.108943
(1417078,1459441)(2200000,2249999)(2200000,2250000)	chr10	2225000	42365	0.100247
(1459442,1503865)(2250000,2299999)(2250000,2300000)	chr10	2275000	44425	0.096211
(1503866,1546740)(2300000,2349999)(2300000,2350000)	chr10	2325000	42876	0.135593
(1546741,1590831)(2350000,2399999)(2350000,2400000)	chr10	2375000	44092	0.125434
(1590832,1633049)(2400001,2449999)(2400000,2450000)	chr10	2425000	42219	0.116624
(1633050,1672550)(2450000,2499999)(2450000,2500000)	chr10	2475000	39502	0.094146
(1672551,1712054)(2500000,2549999)(2500000,2550000)	chr10	2525000	39505	0.108120
(1712055,1751793)(2550000,2599999)(2550000,2600000)	chr10	2575000	39740	0.097452
(1751794,1786355)(2600000,2649999)(2600000,2650000)	chr10	2625000	34563	0.122146
(1786356,1820397)(2650000,2699999)(2650000,2700000)	chr10	2675000	34043	0.105444
(1820398,1850443)(2700001,2749988)(2700000,2750000)	chr10	2725000	30047	0.112680
(1850444,1857904)(2750050,2796182)(2750000,2800000)	chr10	2775000	7462	0.073907
(1857905,1871754)(2800545,2849430)(2800000,2850000)	chr10	2825000	13851	0.098796
(1871755,1890920)(2851744,2899999)(2850000,2900000)	chr10	2875000	19167	0.128150
(1890921,1926280)(2900000,2949999)(2900000,2950000)	chr10	2925000	35361	0.130148
(1926281,1958090)(2950000,2999999)(2950000,3000000)	chr10	2975000	31811	0.163814
(1958091,1987784)(3000000,3049999)(3000000,3050000)	chr10	3025000	29695	0.103351
(1987785,2022634)(3050000,3099999)(3050000,3100000)	chr10	3075000	34851	0.120282
(2022635,2058295)(3100000,3149999)(3100000,3150000)	chr10	3125000	35662	0.098682
(2058296,2099474)(3150000,3199999)(3150000,3200000)	chr10	3175000	41180	0.094566
(2099475,2141819)(3200000,3249999)(3200000,3250000)	chr10	3225000	42346	0.135709
(2141820,2184040)(3250000,3299999)(3250000,3300000)	chr10	3275000	42222	0.149617
(2184041,2219503)(3300000,3349244)(3300000,3350000)	chr10	3325000	35464	0.137733
(2219504,2247406)(3351533,3399181)(3350000,3400000)	chr10	3375000	27904	0.045501
(2247407,2290042)(3400134,3449999)(3400000,3450000)	chr10	3425000	42637	0.054310
(2290043,2315892)(3450000,3497739)(3450000,3500000)	chr10	3475000	25851	0.048999
(2315893,2332788)(3500587,3549999)(3500000,3550000)	chr10	3525000	16897	0.033492
(2332789,2370520)(3550000,3599999)(3550000,3600000)	chr10	3575000	37733	0.047953
(2370521,2402013)(3600000,3641924)(3600000,3650000)	chr10	3625000	31494	0.033094
(2402014,2410177)(3658903,3699999)(3650000,3700000)	chr10	3675000	8165	0.062650
(2410178,2453390)(3700000,3749999)(3700000,3750000)	chr10	3725000	43214	0.054488
(2453391,2495084)(3750000,3799999)(3750000,3800000)	chr10	3775000	41695	0.083142
(2495085,2503323)(3800000,3849999)(3800000,3850000)	chr10	3825000	8240	0.041321
(2503324,2541393)(3850013,3899837)(3850000,3900000)	chr10	3875000	38071	0.096036
(2541394,2557364)(3900487,3949883)(3900000,3950000)	chr10	3925000	15972	0.079653
(2557365,2575147)(3950001,3997771)(3950000,4000000)	chr10	3975000	17784	0.069047
(2575148,2608045)(4000175,4049533)(4000000,4050000)	chr10	4025000	32899	0.096830
(2608046,2649819)(4050066,4099998)(4050000,4100000)	chr10	4075000	41775	0.042589
(2649820,2692311)(4100000,4149999)(4100000,4150000)	chr10	4125000	42493	0.048190
(2692312,2729079)(4150000,4199918)(4150000,4200000)	chr10	4175000	36769	0.060637
(2729080,2734180)(4200105,4249876)(4200000,4250000)	chr10	4225000	5102	0.085840
(2734181,2758492)(4250090,4299999)(4250000,4300000)	chr10	4275000	24313	0.085981
(2758493,2805614)(4300000,4349999)(4300000,4350000)	chr10	4325000	47123	0.065702
(2805615,2852846)(4350000,4399999)(4350000,4400000)	chr10	4375000	47233	0.056968
(2852847,2893255)(4400000,4449963)(4400000,4450000)	chr10	4425000	40410	0.080807
(2893256,2934520)(4450025,4499999)(4450000,4500000)	chr10	4475000	41266	0.145685
(2934521,2978766)(4500002,4549999)(4500000,4550000)	chr10	4525000	44247	0.148827
(2978767,3015743)(4550000,4599999)(4550000,4600000)	chr10	4575000	36978	0.103653
(3015744,3053213)(4600000,4649867)(4600000,4650000)	chr10	4625000	37471	0.086374
(3053214,3087267)(4650428,4699999)(4650000,4700000)	chr10	4675000	34055	0.078992
(3087268,3125925)(4700000,4749999)(4700000,4750000)	chr10	4725000	38659	0.076567
(3125926,3164290)(4750000,4799999)(4750000,4800000)	chr10	4775000	38366	0.077999
(3164291,3196366)(4800001,4849999)(4800000,4850000)	chr10	4825000	32077	0.087775
(3196367,3232150)(4850000,4899999)(4850000,4900000)	chr10	4875000	35785	0.095999
(3232151,3268358)(4900000,4949999)(4900000,4950000)	chr10	4925000	36209	0.081357
(3268359,3310502)(4950000,4999999)(4950000,5000000)	chr10	4975000	42145	0.089929
(3310503,3354839)(5000000,5049999)(5000000,5050000)	chr10	5025000	44338	0.079450
(3354840,3399262)(5050000,5099999)(5050000,5100000)	chr10	5075000	44424	0.059790
(3399263,3444633)(5100000,5149999)(5100000,5150000)	chr10	5125000	45372	0.077900
(3444634,3489953)(5150000,5199999)(5150000,5200000)	chr10	5175000	45321	0.083929
(3489954,3533137)(5200000,5249999)(5200000,5250000)	chr10	5225000	43185	0.100551
(3533138,3576072)(5250000,5299999)(5250000,5300000)	chr10	5275000	42936	0.134011
(3576073,3620400)(5300000,5349950)(5300000,5350000)	chr10	5325000	44329	0.106550
(3620401,3664022)(5350031,5399958)(5350000,5400000)	chr10	5375000	43623	0.098759
(3664023,3696637)(5400001,5449999)(5400000,5450000)	chr10	5425000	32616	0.117098
(3696638,3732332)(5450000,5499998)(5450000,5500000)	chr10	5475000	35696	0.164553
(3732333,3770280)(5500000,5549999)(5500000,5550000)	chr10	5525000	37949	0.119054
(3770281,3811895)(5550000,5599999)(5550000,5600000)	chr10	5575000	41616	0.143083
(3811896,3848727)(5600001,5649999)(5600000,5650000)	chr10	5625000	36833	0.094079
(3848728,3869368)(5650000,5699997)(5650000,5700000)	chr10	5675000	20642	0.115946
(3869369,3882733)(5700001,5747269)(5700000,5750000)	chr10	5725000	13366	0.110301
(3882734,3883116)(5758881,5781766)(5750000,5800000)	chr10	5775000	384	0.083979
(3883117,3901732)(5801381,5849999)(5800000,5850000)	chr10	5825000	18617	0.100086
(3901733,3928994)(5850000,5899934)(5850000,5900000)	chr10	5875000	27263	0.086076
(3928995,3968623)(5900227,5949999)(5900000,5950000)	chr10	5925000	39630	0.106788
(3968624,4007925)(5950000,5999999)(5950000,6000000)	chr10	5975000	39303	0.102972
(4007926,4049600)(6000000,6049999)(6000000,6050000)	chr10	6025000	41676	0.117210
(4049601,4094246)(6050000,6099999)(6050000,6100000)	chr10	6075000	44647	0.123942
(4094247,4139756)(6100000,6149999)(6100000,6150000)	chr10	6125000	45511	0.133640
(4139757,4183278)(6150000,6198831)(6150000,6200000)	chr10	6175000	43523	0.113693
(4183279,4224975)(6200258,6249999)(6200000,6250000)	chr10	6225000	41698	0.113357
(4224976,4270687)(6250000,6299999)(6250000,6300000)	chr10	6275000	45713	0.117781
(4270688,4316581)(6300000,6349999)(6300000,6350000)	chr10	6325000	45895	0.124999
(4316582,4362873)(6350000,6399999)(6350000,6400000)	chr10	6375000	46293	0.105528
(4362874,4408038)(6400000,6449999)(6400000,6450000)	chr10	6425000	45166	0.105165
(4408039,4449955)(6450000,6499999)(6450000,6500000)	chr10	6475000	41918	0.130903
(4449956,4492704)(6500000,6549657)(6500000,6550000)	chr10	6525000	42750	0.112246
(4492705,4534640)(6550107,6599999)(6550000,6600000)	chr10	6575000	41937	0.123433
(4534641,4581539)(6600000,6649999)(6600000,6650000)	chr10	6625000	46900	0.096380
(4581540,4622195)(6650000,6699999)(6650000,6700000)	chr10	6675000	40657	0.108961
(4622196,4656666)(6700000,6749999)(6700000,6750000)	chr10	6725000	34472	0.097522
(4656667,4703244)(6750000,6799999)(6750000,6800000)	chr10	6775000	46579	0.110805
(4703245,4745837)(6800000,6849999)(6800000,6850000)	chr10	6825000	42594	0.125411
(4745838,4788885)(6850000,6899999)(6850000,6900000)	chr10	6875000	43049	0.100853
(4788886,4833915)(6900000,6949999)(6900000,6950000)	chr10	6925000	45031	0.092977
(4833916,4880242)(6950000,6999999)(6950000,7000000)	chr10	6975000	46328	0.064444
(4880243,4922993)(7000000,7049997)(7000000,7050000)	chr10	7025000	42752	0.113434
(4922994,4964710)(7050000,7099999)(7050000,7100000)	chr10	7075000	41718	0.123452
(4964711,5006072)(7100001,7149999)(7100000,7150000)	chr10	7125000	41363	0.103341
(5006073,5045954)(7150000,7199999)(7150000,7200000)	chr10	7175000	39883	0.142953
(5045955,5084881)(7200000,7249999)(7200000,7250000)	chr10	7225000	38928	0.098058
(5084882,5110139)(7250001,7299998)(7250000,7300000)	chr10	7275000	25259	0.095515
(5110140,5143505)(7300000,7349999)(7300000,7350000)	chr10	7325000	33367	0.096776
(5143506,5154798)(7350000,7398718)(7350000,7400000)	chr10	7375000	11294	0.120115
(5154799,5170125)(7404656,7447422)(7400000,7450000)	chr10	7425000	15328	0.090502
(5170126,5170793)(7456444,7473890)(7450000,7500000)	chr10	7475000	669	0.069713
(5170794,5171136)(7514550,7541885)(7500000,7550000)	chr10	7525000	344	0.055502
(5171137,5175243)(7555674,7599999)(7550000,7600000)	chr10	7575000	4108	0.122168
(5175244,5183169)(7600001,7649983)(7600000,7650000)	chr10	7625000	7927	0.126930
(5183170,5196718)(7650057,7699999)(7650000,7700000)	chr10	7675000	13550	0.166936
(5196719,5240707)(7700000,7749999)(7700000,7750000)	chr10	7725000	43990	0.116430
(5240708,5284112)(7750000,7799999)(7750000,7800000)	chr10	7775000	43406	0.151218
(5284113,5330207)(7800000,7849999)(7800000,7850000)	chr10	7825000	46096	0.116542
(5330208,5374788)(7850000,7899999)(7850000,7900000)	chr10	7875000	44582	0.183774
(5374789,5418303)(7900000,7949982)(7900000,7950000)	chr10	7925000	43516	0.129779
(5418304,5461605)(7950011,7999999)(7950000,8000000)	chr10	7975000	43303	0.113942
(5461606,5506983)(8000000,8049999)(8000000,8050000)	chr10	8025000	45379	0.115436
(5506984,5551329)(8050000,8099999)(8050000,8100000)	chr10	8075000	44347	0.085934
(5551330,5595589)(8100000,8149998)(8100000,8150000)	chr10	8125000	44261	0.082458
(5595590,5640905)(8150001,8199988)(8150000,8200000)	chr10	8175000	45317	0.078135
(5640906,5685618)(8200150,8249999)(8200000,8250000)	chr10	8225000	44714	0.047872
(5685619,5728955)(8250000,8299999)(8250000,8300000)	chr10	8275000	43338	0.073065
(5728956,5773083)(8300000,8349999)(8300000,8350000)	chr10	8325000	44129	0.053323
(5773084,5818730)(8350000,8399999)(8350000,8400000)	chr10	8375000	45648	0.079919
(5818731,5857444)(8400000,8449999)(8400000,8450000)	chr10	8425000	38715	0.073192
(5857445,5902436)(8450000,8499999)(8450000,8500000)	chr10	8475000	44993	0.094748
(5902437,5947895)(8500000,8549999)(8500000,8550000)	chr10	8525000	45460	0.074274
(5947896,5993060)(8550000,8599999)(8550000,8600000)	chr10	8575000	45166	0.104227
(5993061,6034751)(8600000,8649895)(8600000,8650000)	chr10	8625000	41692	0.082263
(6034752,6064534)(8650166,8699999)(8650000,8700000)	chr10	8675000	29784	0.179093
(6064535,6081782)(8700000,8748426)(8700000,8750000)	chr10	8725000	17249	0.187248
(6081783,6089714)(8751251,8799137)(8750000,8800000)	chr10	8775000	7933	0.125081
(6089715,6112249)(8801716,8849999)(8800000,8850000)	chr10	8825000	22536	0.114057
(6112250,6147230)(8850000,8897869)(8850000,8900000)	chr10	8875000	34982	0.145566
(6147231,6158658)(8900212,8949999)(8900000,8950000)	chr10	8925000	11429	0.135523
(6158659,6165648)(8950000,8999634)(8950000,9000000)	chr10	8975000	6991	0.094315
(6165649,6168350)(9002069,9047570)(9000000,9050000)	chr10	9025000	2703	0.083217
(6168351,6205955)(9054249,9099999)(9050000,9100000)	chr10	9075000	37606	0.101392
(6205956,6237722)(9100000,9148444)(9100000,9150000)	chr10	9125000	31768	0.079681
(6237723,6274164)(9150046,9199999)(9150000,9200000)	chr10	9175000	36443	0.082600
(6274165,6311925)(9200000,9249985)(9200000,9250000)	chr10	9225000	37762	0.133305
(6311926,6354555)(9250078,9299999)(9250000,9300000)	chr10	9275000	42631	0.074795
(6354556,6396807)(9300000,9349999)(9300000,9350000)	chr10	9325000	42253	0.102648
(6396808,6432265)(9350000,9398928)(9350000,9400000)	chr10	9375000	35459	0.095230
(6432266,6465739)(9400045,9449999)(9400000,9450000)	chr10	9425000	33475	0.113688
(6465740,6501644)(9450027,9499999)(9450000,9500000)	chr10	9475000	35906	0.137524
(6501645,6536342)(9500001,9549999)(9500000,9550000)	chr10	9525000	34699	0.157816
(6536343,6580053)(9550000,9599999)(9550000,9600000)	chr10	9575000	43712	0.102861
(6580054,6623368)(9600000,9649999)(9600000,9650000)	chr10	9625000	43316	0.075456
(6623369,6667752)(9650000,9699999)(9650000,9700000)	chr10	9675000	44385	0.058830
(6667753,6712891)(9700000,9749999)(9700000,9750000)	chr10	9725000	45140	0.090798
(6712892,6757453)(9750000,9799999)(9750000,9800000)	chr10	9775000	44563	0.035485
(6757454,6803031)(9800000,9849999)(9800000,9850000)	chr10	9825000	45579	0.101997
(6803032,6848515)(9850000,9899999)(9850000,9900000)	chr10	9875000	45485	0.054987
(6848516,6894476)(9900000,9949999)(9900000,9950000)	chr10	9925000	45962	0.053646
(6894477,6939227)(9950000,9999999)(9950000,10000000)	chr10	9975000	44752	0.114744
(6939228,6985217)(10000000,10049999)(10000000,10050000)	chr10	10025000	45991	0.083306
(6985218,7032550)(10050000,10099999)(10050000,10100000)	chr10	10075000	47334	0.075608
(7032551,7077589)(10100000,10149999)(10100000,10150000)	chr10	10125000	45040	0.090308
(7077590,7119868)(10150000,10199999)(10150000,10200000)	chr10	10175000	42280	0.094999
(7119869,7163551)(10200000,10249999)(10200000,10250000)	chr10	10225000	43684	0.060547
(7163552,7199235)(10250000,10299999)(10250000,10300000)	chr10	10275000	35685	0.054237
(7199236,7240642)(10300000,10349999)(10300000,10350000)	chr10	10325000	41408	0.090461
(7240643,7279870)(10350000,10399999)(10350000,10400000)	chr10	10375000	39229	0.065916
(7279871,7317303)(10400000,10449999)(10400000,10450000)	chr10	10425000	37434	0.059284
(7317304,7356132)(10450000,10499999)(10450000,10500000)	chr10	10475000	38830	0.089957
(7356133,7372657)(10500000,10549990)(10500000,10550000)	chr10	10525000	16526	0.080471
(7372658,7402704)(10550010,10599695)(10550000,10600000)	chr10	10575000	30048	0.107251
(7402705,7437190)(10600137,10649999)(10600000,10650000)	chr10	10625000	34487	0.096471
(7437191,7470567)(10650000,10699999)(10650000,10700000)	chr10	10675000	33378	0.078044
(7470568,7515458)(10700000,10749999)(10700000,10750000)	chr10	10725000	44892	0.096956
(7515459,7559115)(10750000,10799999)(10750000,10800000)	chr10	10775000	43658	0.114812
(7559116,7603366)(10800000,10849999)(10800000,10850000)	chr10	10825000	44252	0.072188
(7603367,7633113)(10850000,10899999)(10850000,10900000)	chr10	10875000	29748	0.106662
(7633114,7656469)(10900000,10949769)(10900000,10950000)	chr10	10925000	23357	0.110288
(7656470,7696079)(10950013,10999999)(10950000,11000000)	chr10	10975000	39611	0.094820
(7696080,7733117)(11000000,11049998)(11000000,11050000)	chr10	11025000	37039	0.106553
(7733118,7770801)(11050153,11099999)(11050000,11100000)	chr10	11075000	37685	0.102715
(7770802,7812492)(11100000,11149999)(11100000,11150000)	chr10	11125000	41692	0.126933
(7812493,7851741)(11150000,11199999)(11150000,11200000)	chr10	11175000	39250	0.115636
(7851742,7894463)(11200000,11249999)(11200000,11250000)	chr10	11225000	42723	0.090364
(7894464,7936298)(11250000,11299999)(11250000,11300000)	chr10	11275000	41836	0.085915
(7936299,7978689)(11300000,11349999)(11300000,11350000)	chr10	11325000	42392	0.081539
(7978690,8017009)(11350000,11399758)(11350000,11400000)	chr10	11375000	38321	0.101268
(8017010,8056986)(11400139,11449999)(11400000,11450000)	chr10	11425000	39978	0.089724
(8056987,8099821)(11450000,11499999)(11450000,11500000)	chr10	11475000	42836	0.099752
(31070,68067)(50000,99481)(50000,100000)	chr11	75000	36999	0.102395
(68068,101688)(100254,148677)(100000,150000)	chr11	125000	33622	0.081849
(101689,137761)(150171,199999)(150000,200000)	chr11	175000	36074	0.126821
(137762,174822)(200000,249901)(200000,250000)	chr11	225000	37062	0.130255
(174823,216923)(250260,299999)(250000,300000)	chr11	275000	42102	0.099319
(216924,260310)(300000,349999)(300000,350000)	chr11	325000	43388	0.111621
(260311,300372)(350000,399999)(350000,400000)	chr11	375000	40063	0.080590
(300373,339797)(400000,449999)(400000,450000)	chr11	425000	39426	0.065219
(339798,383944)(450000,499999)(450000,500000)	chr11	475000	44148	0.064213
(383945,428249)(500000,549999)(500000,550000)	chr11	525000	44306	0.078064
(428250,474409)(550000,599999)(550000,600000)	chr11	575000	46161	0.159222
(474410,517198)(600000,649999)(600000,650000)	chr11	625000	42790	0.081225
